TF,R.acc,P.acc,FDR.acc,motif,TF.var,R.exp,P.exp,FDR.exp,pass,R.product,label,AF_signature
TEAD1,-0.59385667835899,4.75731654724595e-16,5.06994020606497e-14,MA0090.3,TEAD1,-0.014479614532638,0.858540264994328,0.899423134755963,FALSE,0.00859881579027099,"",UP
ARNT,-0.23735398604326,0.00303704461938019,0.0111607649559489,MA0259.1,ARNT::HIF1A,-0.0360527116625527,0.657113726414442,0.773393110100949,FALSE,0.00855725482077521,"",UP
CREB3L2,0.080636459816434,0.320155065239318,0.427916355983341,MA0608.1,CREB3L2,-0.102691503878711,0.205034228936487,0.389633152663358,FALSE,0.00828067932600482,"",UP
NR5A2,-0.179684627234348,0.0257579842474566,0.0604259630459201,MA0505.1,NR5A2,-0.0460560999796013,0.57058800605679,0.704916499923292,FALSE,0.00827557315670251,"",UP
JUND,-0.242842281293686,0.00240855119873541,0.00935822497008652,MA0492.1,JUND(VAR.2),-0.0340095089179716,0.675413824827622,0.778904652825402,FALSE,0.00825894673131817,"",UP
STAT5B,-0.0965801753106615,0.233437222770961,0.334118427707269,MA0519.1,STAT5A::STAT5B,-0.0851776810189146,0.293568534395869,0.48947593342864,FALSE,0.00822647536536237,"",UP
SPIC,-0.176030772581844,0.0289792661389616,0.0667238658631647,MA0687.1,SPIC,0.0465491263298883,0.56646598754002,0.702860184106055,FALSE,0.00819407867086007,"",UP
VAX1,-0.157462672324372,0.0511374543308783,0.103312346736915,MA0722.1,VAX1,0.0517307359200155,0.524021884034335,0.671597902445753,FALSE,0.00814565991927201,"",UP
CREB3L4,0.119336349946058,0.140445870531461,0.22387311841126,MA1474.1,CREB3L4,-0.0682309544575718,0.400456770951007,0.581373789299432,FALSE,0.00814243305830231,"",UP
SMAD2,-0.171181032455413,0.0337800786188032,0.0756754914403219,MA0513.1,SMAD2::SMAD3::SMAD4,0.047399638778149,0.55938858052922,0.698534703559973,FALSE,0.00811391910405718,"",UP
PITX1,-0.0737881902741943,0.363103410106623,0.475219550771124,MA0682.2,PITX1,-0.109538247158782,0.176269155086649,0.350090127463762,FALSE,0.00808262902365396,"",UP
NR2C2,-0.32327962178783,4.32361029285857e-05,0.000343129072177925,MA0504.1,NR2C2,-0.0249245057556322,0.758970762025827,0.838463679111815,FALSE,0.00805758479392939,"",UP
FOXQ1,-0.0906819375800737,0.263365936677837,0.370699978795598,MA0040.1,FOXQ1,0.0882672171100315,0.276343877173377,0.469915466802263,FALSE,0.00800424227233869,"",UP
JDP2,-0.0344335776498876,0.671599519738522,0.755676081033088,MA0656.1,JDP2(VAR.2),-0.231989933036727,0.00379076685297245,0.0214685013851509,FALSE,0.00798824337321234,"",UP
IRF3,-0.150550331963796,0.0623644444474419,0.117484534236848,MA1418.1,IRF3,0.0530562088591314,0.513429839589921,0.664438615939898,FALSE,0.00798762985648274,"",UP
PAX9,0.0557701022452772,0.492092174306517,0.602792712697309,MA0781.1,PAX9,-0.143146662346998,0.0765502517381141,0.204610953243931,FALSE,0.00798330399516224,"",UP
SOX6,-0.0254819198139937,0.753751269408539,0.8232773747859,MA0515.1,SOX6,0.311645686221665,8.34216859059381e-05,0.000808766175223671,FALSE,0.00794133038667749,"",UP
NKX6-2,-0.222839816061991,0.00547187503830632,0.0171513394057837,MA0675.1,NKX6-2,0.0352660949348868,0.664135787111305,0.776361189334816,FALSE,0.00785869010851486,"",UP
CENPB,0.154869869871001,0.0551346525654361,0.109389496845253,MA0637.1,CENPB,-0.0505019744613042,0.533939201918536,0.680207624715819,FALSE,0.00782123421305079,"",UP
PPARG,-0.46290180706778,1.49780238088526e-09,3.60438895529162e-08,MA0065.2,PPARG::RXRA,-0.0167032504365834,0.837097573566165,0.891814339347308,FALSE,0.00773196481100015,"",UP
HMX1,-0.175155640295882,0.0297998565616205,0.0684021322922119,MA0896.1,HMX1,0.0440026779230144,0.587906337983581,0.720090846523786,FALSE,0.00770731722633904,"",UP
IRF5,-0.294397077571624,0.000210489806046964,0.00127662923017102,MA1420.1,IRF5,-0.0260551673017574,0.748395112568664,0.834467844813403,FALSE,0.00767056510927712,"",UP
HOXB3,-0.0338053329944245,0.677253249019073,0.760201979031859,MA0903.1,HOXB3,-0.223169585186602,0.00540126792212339,0.0299953907908212,FALSE,0.00754432214146066,"",UP
PAX2,-0.119550132581725,0.13973124646051,0.223689935320903,MA0067.1,PAX2,0.0629455970617933,0.438020862750121,0.602544269184798,FALSE,0.0075251544741732,"",UP
NFE2,-0.0383695359532425,0.636607002157259,0.726160280748189,MA0501.1,MAF::NFE2,-0.194596998183576,0.0155899657955004,0.0641543916188937,FALSE,0.00746659651819778,"",UP
PITX3,-0.0961158795958897,0.23570273025538,0.335561520554415,MA0714.1,PITX3,-0.0775962356395028,0.338798635879023,0.522524598480192,FALSE,0.00745823044182074,"",UP
FOXL1,-0.153125691634246,0.05796601891703,0.112611068000272,MA0033.2,FOXL1,0.0480262059553336,0.554202027053601,0.695183244461973,FALSE,0.00735404600347918,"",UP
SHOX,-0.214606945015678,0.00752392906677635,0.022185182149467,MA0630.1,SHOX,0.0342236183103134,0.673486969338889,0.778251609013827,FALSE,0.00734462617295898,"",UP
MEIS1,-0.0813860428422462,0.315662463672521,0.422772348114363,MA1639.1,MEIS1(VAR.2),0.0901288972790532,0.266300844361516,0.460193604153436,FALSE,0.00733523429527744,"",UP
TBX15,0.105085375572223,0.19461578183712,0.293893468118404,MA0803.1,TBX15,0.0686789058535149,0.397363740337926,0.581373789299432,FALSE,0.00721714861550597,"",UP
ZNF24,-0.0361836869579572,0.655947405424737,0.742544407354862,MA1124.1,ZNF24,-0.197947048972859,0.0138610154837411,0.0591679168410443,FALSE,0.00716245405428534,"",UP
CREM,-0.0127994245467629,0.874812167706797,0.915301370419734,MA0609.2,CREM,-0.543763082164844,3.15512784170807e-13,2.00525902828557e-11,FALSE,0.00695985454148416,"",UP
NR4A1,-0.176534750611561,0.0285154953635783,0.0660638495069236,MA1112.2,NR4A1,0.0392483993760811,0.628898458296355,0.749437329469823,FALSE,0.00692870639575942,"",UP
ZBTB33,0.387595002412791,6.82529989144083e-07,8.48612286502477e-06,MA0527.1,ZBTB33,-0.0177399808055366,0.827140108373172,0.886000265897855,FALSE,0.00687592790312484,"",UP
BARHL2,0.158139462963343,0.050134565335746,0.10190840801217,MA0635.1,BARHL2,0.0432517788952154,0.594298876217588,0.722528646997717,FALSE,0.00683981308669862,"",UP
HNF1B,0.060384332928616,0.456922546611961,0.570007056475791,MA0153.2,HNF1B,-0.113198807320521,0.162169432572734,0.332844341910842,FALSE,0.00683543446836461,"",UP
PRRX2,-0.188865621539137,0.0189853933648528,0.0471299422174303,MA0075.3,PRRX2,0.0353016865081633,0.663817426913329,0.776361189334816,FALSE,0.00666727496374402,"",UP
MLX,0.0328633306071098,0.685764316836452,0.766945568020626,MA0663.1,MLX,0.201322322725517,0.0122909502851311,0.0544994074658524,FALSE,0.00661612205031993,"",UP
TWIST2,-0.222316832649511,0.00558554376371917,0.0173617318655604,MA0633.1,TWIST2,0.0297029676867175,0.714602607239701,0.806218326116586,FALSE,0.00660346969640181,"",UP
FOXF1,-0.104236593650698,0.198264869855025,0.296999182553913,MA1606.1,FOXF1,0.0633042252145181,0.435410260249062,0.602409435798016,FALSE,0.006598616800058,"",UP
SP3,-0.0656324399673096,0.418679801394476,0.531182197007278,MA0746.2,SP3,-0.100360572410408,0.2155588112636,0.401627491996023,FALSE,0.00658690924381093,"",UP
RELB,-0.316743201178402,6.27563539180456e-05,0.000450156154065981,MA1117.1,RELB,0.020686212808347,0.798997377245634,0.862314150536797,FALSE,0.00655221726517349,"",UP
EGR1,-0.0324303599111327,0.689689602378839,0.767923049812857,MA0162.4,EGR1,0.19944405921141,0.0131442319166797,0.0573931347812273,FALSE,0.0064680426223633,"",UP
STAT3,0.0414952727310363,0.609373789538212,0.706987320366261,MA0144.2,STAT3,0.155699856893692,0.0538279524490928,0.153182033835229,FALSE,0.00646080802598706,"",UP
CTCFL,-0.0634345827399864,0.434463541013141,0.548409139756012,MA1102.2,CTCFL,-0.100925120622991,0.21297509572218,0.398110309650611,FALSE,0.00640214291470225,"",UP
FOXH1,-0.289371291448408,0.000272705456423961,0.00150232908199616,MA0479.1,FOXH1,0.0221237009154261,0.785357214673253,0.853668122774997,FALSE,0.00640196390551518,"",UP
PKNOX1,0.0337602188089054,0.677659941094083,0.760201979031859,MA0782.2,PKNOX1,-0.189601962118073,0.0185160948256055,0.0722993670061839,FALSE,0.00640100372770394,"",UP
NR2F6,-0.0953848646062457,0.239300818398615,0.340035067667366,MA0728.1,NR2F6(VAR.2),-0.0670980502564002,0.408342945481467,0.585052738448412,FALSE,0.0064001384390498,"",UP
GLIS2,-0.329613004905825,2.98869995336967e-05,0.000260562627701348,MA0736.1,GLIS2,0.0194053417713024,0.811202934168124,0.873064568719155,FALSE,0.00639625301246351,"",UP
FOS,-0.100272283041234,0.215964889818563,0.315283381222404,MA1126.1,FOS::JUN(VAR.2),0.0632217797782256,0.436009626609054,0.602409435798016,FALSE,0.00633939219629281,"",UP
SMAD3,-0.0907678246816969,0.262912136066331,0.370699978795598,MA0795.1,SMAD3,-0.0698008453619765,0.389679787451193,0.575960822796078,FALSE,0.00633567089445012,"",UP
SOX18,0.206121400056892,0.0103276873719269,0.0285350177016942,MA1563.1,SOX18,0.0303970691110596,0.708232549584351,0.803049593027854,FALSE,0.00626548644279772,"",UP
IRF4,-0.274805817781395,0.000562426034069027,0.00274228641448035,MA1419.1,IRF4,0.022545120769125,0.78137054500784,0.851321812846637,FALSE,0.00619553034993971,"",UP
BATF3,0.0459246193741118,0.571689653454678,0.67588031929824,MA0835.2,BATF3,0.134129087031388,0.0972287688437964,0.239719205942464,FALSE,0.00615982726891361,"",UP
TBX2,0.186935936617976,0.0202644059317722,0.0498919037132082,MA0688.1,TBX2,0.0328455938785114,0.685924952980411,0.786270687584759,FALSE,0.00614002185545317,"",UP
RFX4,-0.100396140172617,0.215395374698579,0.315068528480666,MA0799.1,RFX4,-0.061079664440868,0.451746732342881,0.615236025952685,FALSE,0.0061321625529018,"",UP
HES2,0.133395278871479,0.0990894227938078,0.16838430388196,MA0616.2,HES2,0.0457371006882956,0.573262562012062,0.706281173229973,FALSE,0.0061011133010881,"",UP
ELK1,0.257921146875097,0.00124024525169197,0.00542698627389491,MA0028.2,ELK1,-0.0234107923566193,0.773199140966901,0.846633379922973,FALSE,0.006038138413874,"",UP
JUNB,0.0243315397911482,0.76453510904032,0.831404069014692,MA1138.1,FOSL2::JUNB,0.245505024964466,0.00214831033457734,0.0133568859932417,FALSE,0.00597351528384974,"",UP
SOX3,-0.0901962086725945,0.26594244584295,0.372919294358723,MA0514.1,SOX3,0.0649699327220818,0.423402012677054,0.597990003089568,FALSE,0.00586004160924532,"",UP
STAT5B,-0.0682567404041054,0.400278335625265,0.513071543602144,MA1625.1,STAT5B,-0.0851776810189146,0.293568534395869,0.48947593342864,FALSE,0.00581395086153174,"",UP
AHR,-0.0967659297960416,0.23253513817497,0.333963842794161,MA0006.1,AHR::ARNT,0.0600046101185205,0.459762942447972,0.618788726909549,FALSE,0.0058064018901676,"",UP
MAFF,-0.209146974450866,0.00923703290143398,0.0262008613858165,MA0495.3,MAFF,-0.0276432546821406,0.733620136064985,0.82119514252284,FALSE,0.00578150308074445,"",UP
GLI3,-0.125269323243928,0.121624660211301,0.198973676573752,MA1491.1,GLI3,-0.0461013215108696,0.570209336236922,0.704916499923292,FALSE,0.00577508134631738,"",UP
HOXA11,0.0321976196734103,0.691803040637878,0.76912826872706,MA0911.1,HOXA11,-0.175580663729087,0.0293988846162857,0.102985225253973,FALSE,0.00565327943275411,"",UP
RXRG,-0.0871328690353358,0.282587036571803,0.387518252357656,MA0856.1,RXRG,-0.0642823998798169,0.428335079244683,0.600508983646957,FALSE,0.00560110993000517,"",UP
HOXC10,-0.0402002974703324,0.620594292641306,0.716256262051708,MA0905.1,HOXC10,0.137485334187931,0.0890685567078124,0.222476918938291,FALSE,0.0055269513321629,"",UP
HOXC11,-0.0553088240595034,0.495685379219922,0.606198840816495,MA0651.1,HOXC11,0.0997985461231201,0.218153112992922,0.4048154690632,FALSE,0.00551974022891788,"",UP
HOXD9,-0.21698654055883,0.00687008767442834,0.0205826723097331,MA0913.2,HOXD9,0.0253644934899107,0.754849904741687,0.838396399052902,FALSE,0.00550375369540269,"",UP
ZNF460,-0.0874314200024933,0.280934784583674,0.386674076198194,MA1596.1,ZNF460,-0.0627426857921775,0.439501877019486,0.602544269184798,FALSE,0.00548568211358034,"",UP
JUN,-0.04032353345151,0.61952266933073,0.716256262051708,MA1131.1,FOSL2::JUN(VAR.2),0.13345256644584,0.0989431585045075,0.242899084397332,FALSE,0.00538127902726868,"",UP
E2F2,-0.0817919408122815,0.313246920160094,0.421756193371328,MA0864.2,E2F2,-0.0652240343148039,0.421587192645779,0.597990003089568,FALSE,0.00533480035421466,"",UP
TFEC,0.0784965236976621,0.333207271355401,0.442300043471761,MA0871.2,TFEC,0.0678435237047229,0.403143433539759,0.582301513082087,FALSE,0.00532548076622068,"",UP
MAFK,-0.0944325691124231,0.244045338768731,0.346117533691015,MA0496.3,MAFK,-0.0552859675911168,0.495863783434224,0.652032377297417,FALSE,0.00522079595549532,"",UP
FOXB1,-0.0673240701506363,0.40676234507478,0.519597105181141,MA0845.1,FOXB1,0.0759128844432647,0.349412246798445,0.534395200985857,FALSE,0.0051107643575955,"",UP
KLF10,-0.207284381881097,0.00989571213990443,0.0275455270760026,MA1511.1,KLF10,-0.0244708270933777,0.763226953861397,0.841167278629517,FALSE,0.00507242026816999,"",UP
OVOL2,0.0704754115640812,0.385103190547618,0.497897712562432,MA1545.1,OVOL2,-0.0714312386911134,0.378674358908597,0.567020244229627,FALSE,0.00503414594528834,"",UP
FOSL2,-0.012065664948061,0.881935200290091,0.917606219548686,MA1145.1,FOSL2::JUND(VAR.2),0.411389577222403,1.15676552980498e-07,2.45062919647574e-06,FALSE,0.00496368880188999,"",UP
SREBF2,-0.0264219730305615,0.744974129242729,0.814883724948792,MA0828.1,SREBF2(VAR.2),-0.187645378826928,0.0197857830212995,0.0759561603233781,FALSE,0.00495796113867459,"",UP
DMRT3,0.071799798288191,0.376213026971737,0.488945850384871,MA0610.1,DMRT3,0.0684950994685811,0.398631163785261,0.581373789299432,FALSE,0.0049179343255737,"",UP
FOXK2,-0.115817617268294,0.152611684621916,0.239680666795682,MA1103.2,FOXK2,-0.0417175808279262,0.607456584712279,0.73459866058229,FALSE,0.00483163080968787,"",UP
GSC2,0.037306931841711,0.64597935698878,0.732371732999437,MA0891.1,GSC2,-0.128931341925784,0.111021411072999,0.260263307925226,FALSE,0.00481003278548555,"",UP
JUN,-0.0357079597854171,0.660187654255625,0.746212106173783,MA1127.1,FOSB::JUN,0.13345256644584,0.0989431585045075,0.242899084397332,FALSE,0.00476531887590875,"",UP
NR2F6,-0.0705767085646385,0.384418760978231,0.49787568696139,MA0677.1,NR2F6,-0.0670980502564002,0.408342945481467,0.585052738448412,FALSE,0.00473555953820143,"",UP
PAX3,0.058942867150341,0.467756676518449,0.580609784829888,MA1546.1,PAX3(VAR.2),0.0788521161752884,0.331015154016891,0.514512685047993,FALSE,0.00464776980824328,"",UP
DRGX,-0.0334310681661437,0.680629953157473,0.7623873048881,MA1481.1,DRGX,-0.137676465468413,0.0886208136488773,0.222476918938291,FALSE,0.00460267130194825,"",UP
CDX2,-0.039986361891682,0.622456506425403,0.716593447211961,MA0465.2,CDX2,0.11318650782899,0.162215352979131,0.332844341910842,FALSE,0.00452591666330568,"",UP
KLF14,0.0847705586639971,0.295890358361042,0.402799648425798,MA0740.1,KLF14,0.0533294838009458,0.511259865287358,0.664438615939898,FALSE,0.00452077013506875,"",UP
POU2F2,-0.186652488689166,0.020458410909548,0.0502038636135618,MA0507.1,POU2F2,0.0240747982175617,0.766948109986029,0.843618660301086,FALSE,0.00449362100199738,"",UP
ZNF384,-0.143884173155193,0.0750295740083605,0.137186426985875,MA1125.1,ZNF384,0.0309347647544085,0.703311720841421,0.799789869426029,FALSE,0.00445102304843847,"",UP
TCF4,-0.0519483767716446,0.522275105618104,0.632495501284263,MA0830.2,TCF4,-0.085214312497619,0.293360219671276,0.48947593342864,FALSE,0.00442674521196297,"",UP
FOS,0.0696951434300642,0.390399878932484,0.503002261975186,MA0099.3,FOS::JUN,0.0632217797782256,0.436009626609054,0.602409435798016,FALSE,0.00440625100954737,"",UP
SNAI2,0.184013953961827,0.0223426176330937,0.0541861818458033,MA0745.2,SNAI2,-0.023920336009901,0.768400912616899,0.843618660301086,FALSE,0.00440167560927735,"",UP
PPARA,-0.149082503315876,0.0649912549049823,0.121817779294263,MA1148.1,PPARA::RXRA,-0.0294464486753111,0.716961807922753,0.807287704983887,FALSE,0.00438995028227784,"",UP
MAF,-0.0383695359532425,0.636607002157259,0.726160280748189,MA0501.1,MAF::NFE2,0.113117808630285,0.162472021557063,0.332844341910842,FALSE,0.00434027782519172,"",UP
STAT4,-0.068311000092863,0.399903020348604,0.513071543602144,MA0518.1,STAT4,0.0633707438817663,0.434927022433544,0.602409435798016,FALSE,0.00432891889119214,"",UP
ARNT,0.116794076831363,0.149158712300689,0.234751897418385,MA0004.1,ARNT,-0.0360527116625527,0.657113726414442,0.773393110100949,FALSE,0.00421074317589515,"",UP
SOX2,-0.117764744901271,0.145785062682267,0.231395014385045,MA0143.4,SOX2,-0.0351622889873046,0.665064655199405,0.776361189334816,FALSE,0.00414087799273471,"",UP
FOXD2,-0.176211033731798,0.0288126530901518,0.0665456322144064,MA0847.2,FOXD2,0.0233144762540373,0.77410709388062,0.846633379922973,FALSE,0.00410826796163936,"",UP
FLI1,0.101288425063572,0.211324144967158,0.312445012514499,MA0475.2,FLI1,0.0400262827484037,0.622108831129269,0.742894053039545,FALSE,0.00405419914073503,"",UP
E2F8,-0.259670365996479,0.0011453892133917,0.00507418080005873,MA0865.1,E2F8,0.0154882422716556,0.848800197781297,0.895781758544099,FALSE,0.00402183753932295,"",UP
XBP1,0.0497457362731893,0.540089102262957,0.647759598534029,MA0844.1,XBP1,-0.080183166986364,0.322891846022664,0.507401472321329,FALSE,0.00398877067845276,"",UP
SP1,-0.0203400587701076,0.802291257496152,0.863649751936695,MA0079.4,SP1,-0.195875547305068,0.0149091192087265,0.0622482933386245,FALSE,0.00398412014381208,"",UP
ONECUT1,0.140318891973553,0.0826128873522917,0.146959189474089,MA0679.2,ONECUT1,0.0270391769203734,0.73922908410132,0.825857492394444,FALSE,0.00379410734534367,"",UP
SOX17,-0.0659261893719903,0.416595877162194,0.529877686983702,MA0078.1,SOX17,0.057299067272486,0.480281642114081,0.638886277416871,FALSE,0.00377750915984433,"",UP
SNAI1,0.124572246690545,0.123729059149335,0.201093416395216,MA1558.1,SNAI1,0.0303148470209753,0.708986091746619,0.803049593027854,FALSE,0.00377638860148308,"",UP
TBX19,0.245253548017351,0.00217174853665856,0.00866376688955766,MA0804.1,TBX19,-0.0151857741028333,0.851718729153369,0.895822922417889,FALSE,0.00372436497810987,"",UP
CREB5,-0.0104559618289745,0.89759390552226,0.931300491682345,MA0840.1,CREB5,0.352841274064853,7.1833456663843e-06,9.78303266945671e-05,FALSE,0.00368929489330884,"",UP
EMX1,0.0303809908570555,0.708379880011869,0.784052508143701,MA0612.2,EMX1,-0.121197668952591,0.134316562419096,0.293810127612938,FALSE,0.00368210527234511,"",UP
HNF1A,-0.0389940541261222,0.631125263647683,0.723224956499495,MA0046.2,HNF1A,-0.0942447769252679,0.244988623665856,0.435174512920827,FALSE,0.00367498593252821,"",UP
ZNF682,-0.225032247496991,0.00501753062365645,0.0159960591677253,MA1599.1,ZNF682,0.0162702722264102,0.841263948820557,0.894429328485797,FALSE,0.00366133592649696,"",UP
POU1F1,-0.142560444973233,0.0777766432280924,0.141171230774105,MA0784.1,POU1F1,-0.0253682040110652,0.754815181747785,0.838396399052902,FALSE,0.00361650245198922,"",UP
IRF1,-0.164156999917813,0.0419153536957634,0.0898530283248261,MA0050.2,IRF1,0.0215836514629712,0.790474277613158,0.856347134080921,FALSE,0.00354310747143306,"",UP
GBX1,-0.0729058230138984,0.368885604725025,0.481099057910609,MA0889.1,GBX1,-0.0484473007767238,0.550729460199679,0.693789393045604,FALSE,0.00353209033592893,"",UP
IKZF1,-0.231371276429594,0.00388772800645632,0.0134436314819864,MA1508.1,IKZF1,0.0151595926350381,0.851971450691139,0.895822922417889,FALSE,0.00350749429812145,"",UP
POU6F1,-0.0473496312200515,0.559803532362694,0.666050135793572,MA0628.1,POU6F1,0.0739743179381387,0.361890918635442,0.550536184732641,FALSE,0.0035026566741257,"",UP
SMAD3,0.0500468811447368,0.53763592494156,0.646897419365167,MA1622.1,SMAD2::SMAD3,-0.0698008453619765,0.389679787451193,0.575960822796078,FALSE,0.00349331461163299,"",UP
ARNT,-0.0967659297960416,0.23253513817497,0.333963842794161,MA0006.1,AHR::ARNT,-0.0360527116625527,0.657113726414442,0.773393110100949,FALSE,0.0034886741656955,"",UP
ZIC1,-0.063811821873191,0.431730490671644,0.546809755587514,MA0696.1,ZIC1,0.0536753983892221,0.508519902988979,0.664438615939898,FALSE,0.00342512496098561,"",UP
