feature,group,avgExpr,logFC,statistic,auc,pval,padj,pct_in,pct_out,TF.name,auc_TF_expr,combined_auc
MA0508.3,FB,1.47118354969122,1.76609944220092,20543761,0.801513819095477,0,0,100,100,PRDM1,0.478076367864166,0.383184815426102
MA0028.2,Mesothelial,1.05950780769838,0.979560664492008,8859283,0.707639854051446,1.57921512580653e-119,4.2839799412788e-119,100,100,ELK1,0.540701650547786,0.382622037079012
MA0484.2,FB,0.841279609497379,1.1087079044697,19623206,0.765598411311214,0,0,100,100,HNF4G,0.499331654389962,0.382287521318355
MA0831.2,CM,1.10436855951446,1.53075573307599,21565093,0.791411128950355,0,0,100,100,TFE3,0.482999083302883,0.382250849798721
MA1637.1,EC,0.477286631786017,0.388855261649066,8728081,0.603575640748585,1.20373841032477e-35,4.93400469286967e-35,100,100,EBF3,0.633072049098846,0.382106867674855
MA0834.1,FB,0.976028872727228,1.10586338279523,18184097,0.709451644870314,8.74853870620765e-247,3.36412880145923e-246,100,100,ATF7,0.538359460345204,0.3819400046734
MA1650.1,Adipo,0.703534994692275,0.704736304973382,1005050,0.700058857741883,3.34131492294247e-14,3.32349457668678e-13,100,100,ZBTB14,0.545459769514476,0.381853943190455
MA0881.1,Mesothelial,0.982998911483922,1.09022270707777,9464253,0.755962148587641,1.37893448476966e-180,5.53056519160305e-180,100,100,Dlx4,0.504727512644295,0.381554894909877
MA1521.1,Myeloid,1.06078126059084,1.15047537213445,10689525,0.761776436117504,2.37556950978248e-211,2.53167836328247e-210,100,100,MAFA,0.500292609264369,0.381111120901338
MA0597.1,CM,0.605256194503293,0.943032492549982,20164921.5,0.740026638860787,0,0,100,100,THAP1,0.514470467133863,0.380721850586212
MA0771.1,FB,1.36506691794135,1.61607555630058,20587356.5,0.803214695371266,0,0,100,100,HSF4,0.473948293486064,0.38068223417414
MA0771.1,Adipo,1.19380393185159,1.08007896895858,1006393,0.700994312740089,2.5402172911644e-14,2.59589328658718e-13,100,100,HSF4,0.542669773240972,0.380408424737875
MA0051.1,Adipo,1.68562640493348,1.43318301541383,987559,0.68787565344283,1.05997251507189e-12,8.68944501366625e-12,100,100,IRF2,0.553008536113926,0.38040110813883
MA0838.1,Myeloid,1.95554158788346,2.01117724912097,10815799,0.770775204322294,5.52956644569935e-226,6.44540088826831e-225,100,100,CEBPG,0.4933070797403,0.380228865180464
MA1634.1,FB,1.85566915543797,2.31267551724527,19499982,0.760790833047224,0,0,100,100,BATF,0.499672508505259,0.380146263996512
MA1588.1,Adipo,0.868397134614921,0.886765097400537,1026923,0.715294306122947,3.29666954685468e-16,4.55428792954369e-15,100,100,ZNF136,0.531308487704304,0.380041936049682
MA1624.1,Mesothelial,1.58612031461628,1.52881539819831,8976744,0.717022112739507,2.1677110284958e-130,6.46844970903146e-130,100,100,Stat5a,0.529105442079064,0.379380301941501
