feature,group,avgExpr,logFC,statistic,auc,pval,padj,pct_in,pct_out
HIF3A,aFB1,0.34636890731001,0.102034727103481,725604,0.534048337879392,0.00016432313941102,0.00398872250337949,23.5942668136714,16.9559412550067
EMP3,aFB1,0.336065610131002,0.139136265948936,737451,0.542767791822393,1.34606356185653e-06,5.38298703277583e-05,22.8224917309813,14.9532710280374
RPL18,aFB1,0.644958405088592,0.161616260533883,748605,0.550977194141987,3.02953001028093e-06,0.000114335599035588,40.7938257993385,30.173564753004
FTL,aFB1,0.993595328660155,0.292947696023651,789504.5,0.581079439988342,6.26942586278997e-12,5.22192636514865e-10,54.9062844542448,42.7236315086782
FCGRT,aFB1,0.405384184771121,0.138374188843802,740437,0.544965503434936,3.87011260943725e-06,0.00014240449968373,28.8313120176406,20.8277703604806
RCN3,aFB1,0.226993470082823,0.0962015123145803,722847,0.532019171464194,4.23220550773688e-05,0.00121018286287426,16.9239250275634,10.8144192256342
RPS9,aFB1,0.670130116375308,0.121502029142381,732417.5,0.53906310950433,0.000453220734982274,0.00958886658500681,42.5578831312018,35.3805073431242
CHMP2A,aFB1,0.182976453544492,0.0764450636403612,716051,0.527017279930757,0.000155034297672282,0.00379867967912121,13.7816979051819,8.54472630173565
MN1,aFB1,0.604661092810306,0.192476344226945,760561.5,0.559777240657518,2.53813073059438e-08,1.32020783620889e-06,38.6438809261301,28.0373831775701
KREMEN1,aFB1,0.389740484711,0.169200166341595,753318,0.55444598678429,7.80252279359728e-09,4.29824566170054e-07,27.1775082690187,17.2229639519359
SELENOM,aFB1,0.385857541371842,0.129292712327617,730790.5,0.537865628997428,6.19547506958369e-05,0.00168884598050379,26.3506063947078,19.7596795727637
PIK3IP1,aFB1,0.243037368956939,0.101958965927252,729155.5,0.536662260448698,5.04673611183346e-06,0.000180996030292219,18.2469680264609,11.0814419225634
YWHAH,aFB1,0.229759155902175,0.125469139191667,738444,0.543498645014374,1.86651881932529e-08,9.8426042733276e-07,17.199558985667,8.81174899866489
TIMP3,aFB1,2.12499328509018,0.817596563146618,942048.5,0.693352621577024,2.94769416875403e-54,2.88957168629834e-51,83.6273428886439,61.6822429906542
LGALS1,aFB1,0.764077982011049,0.170945627114037,745935,0.549012060181676,1.32594813897507e-05,0.000427783318997095,44.6527012127894,35.6475300400534
SUN2,aFB1,0.274486830224114,0.0911016895251916,720592.5,0.530359847676358,0.000358148487192157,0.00787370604591336,20.2315325248071,14.5527369826435
TSPO,aFB1,0.183078490682868,0.0790756631739018,717005.5,0.527719796921437,8.46312116777443e-05,0.00223757666227652,13.5060639470783,8.01068090787717
FBLN1,aFB1,2.36752567636552,0.956089272384919,965970,0.710958970652528,5.30568624882254e-64,9.22007686266976e-61,86.6593164277839,63.8184245660881
MIR99AHG,aFB1,2.62020787391594,0.406795110710448,839788.5,0.618088726902316,4.57366860761751e-21,7.94799656990115e-19,95.0385887541345,86.9158878504673
NCAM2,aFB1,1.21770279631549,0.587489424135955,875126.5,0.644097679669916,3.79460164118141e-34,1.46536783175764e-31,59.6471885336273,33.5113484646195
JAM2,aFB1,0.249943957751793,0.129003519124152,739951,0.544607804893846,2.92007956921018e-08,1.50841602477236e-06,18.6879823594267,10.1468624833111
APP,aFB1,1.62510840077509,0.669564476887781,935804,0.688756636927149,1.97997554702856e-52,1.76038244508021e-49,77.5082690187431,55.4072096128171
ADAMTS5,aFB1,0.481922576327568,0.385647107298662,840064.5,0.618291864345404,2.05258006570079e-36,8.81709983054009e-34,30.5953693495039,7.87716955941255
TIAM1,aFB1,0.566606054206608,0.229823765025544,769267,0.566184534174931,7.46825881456996e-11,5.42811792281034e-09,33.6824696802646,21.0947930574099
SOD1,aFB1,0.439696034637246,0.159138545563906,751105,0.55281720721344,8.51814612785694e-08,4.09117141474998e-06,30.374862183021,20.4272363150868
CBR1,aFB1,0.183597807032973,0.107663625603115,733472.5,0.539839595020483,1.2650833916986e-08,6.83127163107759e-07,14.0022050716648,6.1415220293725
CBR3,aFB1,0.249517528733165,0.120896562748835,738504,0.543542805328089,5.46247416291616e-08,2.72988038852873e-06,18.5226019845645,10.0133511348465
CSTB,aFB1,0.324161701324751,0.133018731266155,737613.5,0.542887392672038,1.12653025684659e-06,4.52874639847551e-05,22.6571113561191,14.5527369826435
ICOSLG,aFB1,0.10571836633025,0.0659162905008489,709671.5,0.522321934575023,4.68030364395276e-05,0.00132151173273233,8.10363836824697,3.73831775700935
COL6A1,aFB1,2.00614525527402,0.405952909680301,857333.5,0.631001938637772,1.25801422403627e-25,2.87994861072639e-23,87.4310915104741,78.7716955941255
COL6A2,aFB1,1.90480825617953,0.287375766906223,796027,0.585880034091762,6.30285078639104e-12,5.22699107189839e-10,82.1389195148842,77.5700934579439
TLCD4,aFB1,0.326208724476099,0.120150904300152,731393.5,0.538309440150263,1.95675014893187e-05,0.000605736963107807,23.3186328555678,16.2883845126836
LINC02802,aFB1,0.318578615554455,0.122251047058458,733517.5,0.539872715255769,7.04303732147097e-06,0.000244229394760791,22.877618522602,15.3538050734312
AC092640.1,aFB1,0.123274409684047,0.0685630745075626,706050.5,0.519656859642331,0.000388859333697894,0.00842293551648962,8.10363836824697,4.27236315086782
AC006994.2,aFB1,0.113495459312934,0.0685696354439666,710178,0.5226947212233,4.40358421852847e-05,0.00125262967454287,8.32414553472988,3.87182910547397
SLC66A1L,aFB1,0.150859597136248,0.087966549935695,717633,0.528181640202372,9.43253358736316e-06,0.00031632911541972,11.0253583241455,5.60747663551402
KLF3-AS1,aFB1,0.270611961789544,0.0968324163391428,721730,0.531197053623869,0.000163937471360768,0.00398188911537071,19.0738699007718,13.2176234979973
GASK1B,aFB1,0.660353756208402,0.312715301249659,812890,0.598291290261326,2.44077993204889e-19,3.65935127773181e-17,42.9437706725469,25.5006675567423
AL646090.2,aFB1,0.13513526339324,0.104742180261229,724403,0.533164395599866,4.4843478475992e-09,2.58662652767003e-07,9.20617420066152,2.67022696929239
AL078600.1,aFB1,0.214771626464125,0.0967042730185884,721040,0.530689210016148,4.59914598308642e-05,0.00130244407466205,15.5457552370452,9.74632843791722
CCN2,aFB1,0.977481207220575,0.20375236039768,748674,0.551027978502759,1.02825010914061e-05,0.000340530921820465,49.9448732083793,39.7863818424566
AL035446.2,aFB1,1.13397352058582,0.599554745347711,841815,0.619580241498036,3.47092185780942e-27,8.84645423639414e-25,45.9206174200662,24.2990654205608
AC004160.1,aFB1,0.732499559977369,0.172021128244421,737046,0.542469709704818,9.46914752188601e-05,0.00245767127569059,39.3054024255788,32.1762349799733
AL590807.1,aFB1,0.566820849751984,0.444937085132194,839880,0.618156071380731,4.57551512568804e-35,1.86092041244872e-32,31.7530319735391,9.34579439252336
AL355835.1,aFB1,0.108413383271512,0.0800416745965715,710338,0.522812482059873,3.85047994893496e-06,0.000141818592415927,6.7805953693495,2.26969292389853
AL121821.2,aFB1,0.0828162552265748,0.060969482643879,709776,0.52239884712141,3.10812856667699e-06,0.00011678282064469,6.44983461962514,2.00267022696929
ANTKMT,aFB1,0.0932305209985435,0.0572367405634843,707463.5,0.520696835030316,5.83792521218514e-05,0.0016068374282725,7.1664829106946,3.07076101468625
AC129507.1,aFB1,0.0878637496395683,0.0649338896063777,707938,0.521046069511278,1.01614427979629e-05,0.000337517045707143,6.28445424476296,2.13618157543391
AC124254.2,aFB1,0.0481491581004897,0.0379060669980072,697272,0.513195837743231,0.000111682692835915,0.00284649401987324,3.30760749724366,0.667556742323098
CCN5,aFB1,0.353008332194093,0.18133985588745,754009,0.55495456639724,4.17538015520734e-10,2.77133608878006e-08,23.2635060639471,12.8170894526035
LINC01697,aFB1,0.344227373348092,0.206949487565855,757294.5,0.557372711575743,2.63233590225909e-12,2.26150188492736e-10,20.2315325248071,9.07877169559413
AC002072.1,aFB1,0.239653495668642,0.142333351727056,736484,0.542056074766355,6.29322331731256e-09,3.52263866243304e-07,15.0496141124587,6.80907877169559
AL645608.7,aFB2,0.147484350269849,0.116498793751258,540668,0.540754520723316,3.48572747388408e-16,3.61145926975779e-14,10.625,2.54440710513682
HES4,aFB2,0.70914066712599,0.388392797010579,613254.5,0.613352636421828,7.29860400242163e-24,1.1773541334033e-21,42.5,22.0355256841095
PRDM16,aFB2,0.167963466269368,0.149368996218881,548149,0.54823671787486,2.39390401966273e-25,4.17905682994182e-23,11.25,1.68026884301488
MEGF6,aFB2,0.157884354742297,0.0674989574292707,524076,0.524159865578493,0.000455762832425,0.00996241786531741,11.875,7.1531445031205
TNFRSF25,aFB2,0.161099535748343,0.0956555427800864,528385,0.528469555128821,4.41191158126516e-06,0.000153337992421226,10.8333333333333,5.37686029764762
AL139423.1,aFB2,0.0357706404844023,0.0357706404844023,513459.5,0.513541666666667,5.14027992685376e-14,4.35738452069947e-12,2.70833333333333,0
NPPA,aFB2,2.84620692459683,0.537220119055022,629915,0.630015802528405,5.47368389842342e-19,6.97548030402085e-17,94.1666666666667,86.173787806049
FBLIM1,aFB2,0.340295308391596,0.305267199208963,598748,0.598843815010402,4.42251703332769e-55,2.96626752107282e-52,22.5,3.02448391742679
PLA2G5,aFB2,2.20502405808007,0.807749990231767,705058.5,0.705171327412386,9.06969292854192e-46,3.72842398226974e-43,87.0833333333333,67.8828612578013
ID3,aFB2,0.817206400496191,0.247664564710097,563518.5,0.563608677388382,4.715306934655e-07,1.94048330913665e-05,45,34.7575612097936
MDS2,aFB2,0.0522825392379675,0.0397823600085634,513238,0.513320131220995,2.75654572820466e-05,0.000838389019371458,3.75,1.10417666826692
SRSF10,aFB2,0.65031843204358,0.178153530967936,549988.5,0.550076512241959,5.76819273437147e-05,0.00160731615472125,40.2083333333333,33.7974075852136
TRNP1,aFB2,0.0607325298087885,0.0537098109210614,518499.5,0.518582473195711,2.56117063072921e-10,1.58954731141897e-08,4.375,0.672107537205953
TINAGL1,aFB2,0.143077505250789,0.126228969094452,541113,0.54119959193471,4.78367402403422e-22,7.14393131300204e-20,9.58333333333333,1.3922227556409
COL16A1,aFB2,0.445459839054113,0.160143930933406,544562.5,0.544649643943031,3.4073749586384e-05,0.0010068892508137,28.9583333333333,21.6034565530485
MARCKSL1,aFB2,0.115223120755492,0.0616212240330787,522405,0.522488598175708,5.55222105549905e-05,0.0015562094074251,8.75,4.2726836293807
MACF1,aFB2,1.61121843857406,0.344400979062408,609055,0.609152464394303,4.32383408298215e-14,3.69808726681187e-12,79.375,70.1872299567931
BMP8A,aFB2,0.0989486053261412,0.0783928685900046,525243,0.525327052328373,2.71254819597977e-10,1.66725771833606e-08,6.66666666666667,1.63226116178589
HEYL,aFB2,0.918492060471982,0.365102185743054,609200.5,0.609297987678029,1.63454492661924e-17,1.87096667932875e-15,53.75,35.3336533845415
COL9A2,aFB2,0.0769641443593128,0.0535985329908005,519202,0.519285085613698,1.05748391486456e-06,4.10443325372459e-05,5.625,1.77628420547288
CITED4,aFB2,0.0743777274414692,0.0548820438428758,521429,0.521512441990719,1.92660040203905e-08,9.69156052241513e-07,5.83333333333333,1.53624579932789
CTPS1,aFB2,0.0883178024699939,0.0611630108908231,523515.5,0.523599275884141,5.79751068389353e-08,2.7329794199252e-06,6.875,2.16034565530485
TRABD2B,aFB2,0.442572568230177,0.338637214810558,603277.5,0.603374039846375,1.29210644484467e-37,3.88964736164226e-35,27.7083333333333,7.63322131541047
OSBPL9,aFB2,1.14317853524284,0.172149446567346,550254.5,0.550342554808769,0.000358393742203881,0.00805511531933956,61.6666666666667,58.3773403744599
GLIS1,aFB2,0.34368653929146,0.146673174369278,543939,0.544026044167067,2.53776335106579e-06,9.19632518242616e-05,22.7083333333333,14.594335093615
FYB2,aFB2,0.0425346807701965,0.0359594655506348,509806,0.509887582013122,3.46355065687462e-05,0.00101936108670495,2.5,0.528084493518963
LRRC7,aFB2,0.143542487734971,0.0943393781206304,525878,0.525962153944631,1.78248865739369e-06,6.66331199784341e-05,8.95833333333333,3.88862217954873
PTGER3,aFB2,0.0702143884875793,0.0507218764044465,515048,0.515130420867339,3.73523223905639e-05,0.00109008903611729,4.58333333333333,1.58425348055689
SLC44A5,aFB2,0.262255028918441,0.138331604812994,536129.5,0.536215294447112,1.14334463577371e-06,4.41081824119726e-05,15.2083333333333,8.20931349015843
NEXN,aFB2,0.631428324148628,0.302119507651266,582962,0.583055288846215,1.27559881664951e-13,1.03102364396041e-11,36.875,22.9956793086894
TTLL7,aFB2,0.900063899581556,0.275228008764314,578274.5,0.578367038726196,2.70250112865138e-09,1.47810186909114e-07,51.4583333333333,40.7105136821891
AL078459.1,aFB2,0.226910046265977,0.0976692551341481,529895,0.529979796767483,0.000101244879144314,0.00265899918574405,15,9.21747479596736
DDAH1,aFB2,0.716604824522477,0.390148786929698,602225.5,0.60232187149944,1.89298964896974e-20,2.60326932625043e-18,39.5833333333333,21.0753720595295
AC092807.3,aFB2,0.0829089140315515,0.0630522755720402,523086.5,0.523170207233157,4.52141331963694e-09,2.41759654018238e-07,6.25,1.63226116178589
HFM1,aFB2,0.100165582702833,0.0509273631587425,519739,0.519822171547448,0.000105202534037397,0.00274539118005715,7.5,3.50456072971675
EVI5,aFB2,1.40331972053494,0.360293749927186,602791,0.602887461993919,4.43607514014502e-13,3.43310908264948e-11,70,60.0096015362458
AGL,aFB2,0.385551472749225,0.137148208738093,536776.5,0.536862397983677,0.000264099715063367,0.00623259025097998,24.375,18.3389342294767
LINC01677,aFB2,0.0165792581134243,0.0140292027868606,505445,0.505525884141463,0.00022509181651917,0.00538823444501552,1.25,0.14402304368699
CELSR2,aFB2,0.0415534980150988,0.0343991234693101,511870,0.511951912305969,1.56576467093943e-06,5.91509378801241e-05,2.91666666666667,0.528084493518963
TSPAN2,aFB2,0.0616009104495194,0.0552743999603248,520436,0.520519283085294,2.92073887740945e-13,2.29758781938767e-11,4.58333333333333,0.480076812289966
NGF,aFB2,0.788498848222243,0.246855747993192,556190,0.556279004640743,5.86624715517873e-06,0.000200243299097891,41.4583333333333,33.1733077292367
MEX3A,aFB2,0.0155364605068351,0.0135024503479877,505448,0.50552888462154,0.000223326183146632,0.00536305484163248,1.25,0.14402304368699
KIRREL1,aFB2,0.594267934553528,0.166367065859465,550216,0.550304048647784,2.70798551340007e-05,0.000824275431232469,37.9166666666667,29.4767162746039
OLFML2B,aFB2,0.780254750080622,0.724694040682004,698313,0.698424747959674,4.26879846198922e-129,4.08001085000774e-125,43.125,4.65674507921268
NOS1AP,aFB2,0.0933033140785193,0.0851641773584369,527682,0.527766442630821,6.87766789254212e-17,7.59942546820167e-15,6.25,0.72011521843495
RGS4,aFB2,0.111853113983671,0.0771210367803781,527445,0.527529404704753,7.34088619786948e-09,3.83925335472979e-07,8.125,2.64042246759482
RGS5,aFB2,0.192537583390942,0.111455719193283,529699,0.529783765402464,5.90500504410712e-06,0.000201386483355272,11.875,6.19299087854057
RCSD1,aFB2,0.311871208034915,0.200842515946835,563885.5,0.563975736117779,7.87396351647282e-16,7.88035338215373e-14,21.0416666666667,8.68939030244839
F5,aFB2,0.106600223670592,0.0937626968471894,527919,0.528003480556889,2.3203780221004e-14,2.04873838713442e-12,6.66666666666667,1.10417666826692
RASAL2,aFB2,1.13168329370746,0.639066146888315,672488.5,0.672596115378461,1.55561180084012e-42,5.7740383260115e-40,59.375,31.4450312049928
RALGPS2,aFB2,0.248208478806499,0.120005062427028,527445.5,0.527529904784766,0.00041796638771146,0.00925261897428884,14.5833333333333,9.64954392702832
HMCN1,aFB2,1.35777420510187,0.466370823042818,618123,0.618221915506481,1.33367131898716e-17,1.53115880469064e-15,65.2083333333333,50.2640422467595
KCNT2,aFB2,1.93597637860584,0.435817506978638,625309,0.625409065450472,4.88323073983115e-18,5.81465109275852e-16,80.4166666666667,72.3955832933269
IGFN1,aFB2,0.0117414408468338,0.0104699133969851,504646.5,0.504727256361018,0.000347569952149317,0.00783487431640362,1.04166666666667,0.0960153624579933
LMOD1,aFB2,0.496428020195936,0.430975601662397,624751.5,0.624851476236198,6.47920153728006e-63,5.6296898629944e-60,29.375,4.99279884781565
PPP1R12B,aFB2,0.941217820753751,0.280016804780165,576219.5,0.57631170987358,9.18189643577122e-09,4.77596030797237e-07,51.6666666666667,42.390782525204
SOX13,aFB2,0.211027570745579,0.118127334407042,539225,0.539311289806369,6.17919836757471e-08,2.88445583383088e-06,15.2083333333333,7.58521363418147
PIK3C2B,aFB2,0.2119274857478,0.112328241006841,530543.5,0.530628400544087,3.27732332186051e-05,0.000972789968307836,13.9583333333333,8.25732117138742
NFASC,aFB2,0.294845935009907,0.119897913528812,535041,0.535126620259242,6.04803111126796e-05,0.00167309896826979,19.1666666666667,12.5300048007681
NUAK2,aFB2,0.0173154794001518,0.0162513345929073,506730.5,0.506811589854377,5.42973892341647e-06,0.000186508848859959,1.45833333333333,0.0960153624579933
CDK18,aFB2,0.0946034292833357,0.0684141146886612,524505,0.524588934229477,2.3567275207594e-08,1.17624085961035e-06,7.08333333333333,2.20835333653385
ELK4,aFB2,0.239699779345278,0.0890320570237574,530414.5,0.530499379900784,0.000349314033365865,0.00786954909228662,17.7083333333333,11.8578972635622
SLC45A3,aFB2,0.0826935487733838,0.0625749052949436,520060.5,0.520143722995679,1.80173014596572e-07,7.91746496671441e-06,5.625,1.63226116178589
C4BPB,aFB2,0.00722365971736144,0.00722365971736144,503044.5,0.503125,0.000307401766313562,0.00705953640776286,0.625,0
TRAF5,aFB2,0.335049044355067,0.198747209366799,564553,0.56464334293487,2.37177922252597e-14,2.08929703816567e-12,22.9166666666667,10.4176668266923
TGFB2,aFB2,0.420730009639322,0.171384722225294,546630.5,0.54671797487598,3.14768937016319e-06,0.000111943546335543,25.8333333333333,17.5228036485838
SUSD4,aFB2,0.0998572289436116,0.0647853792739504,518041,0.518123899823972,7.06753057551068e-05,0.00192999115308821,6.25,2.68843014882381
ENAH,aFB2,1.10781684455839,0.25359166163493,571238,0.571329412706033,2.42265786913485e-07,1.03834790353021e-05,58.3333333333333,51.1761881901104
AC099066.2,aFB2,0.0510082163120118,0.0392172466615116,512283,0.512364978396544,1.97151444145303e-05,0.00061528953968319,3.33333333333333,0.864138262121939
STUM,aFB2,0.16014622645957,0.108532682006175,536421,0.536506841094575,1.71807257725349e-10,1.08928080764475e-08,11.25,4.03264522323572
AGT,aFB2,0.613433919316096,0.243697250836638,569213.5,0.569304588734197,3.20398608470506e-10,1.95361390756554e-08,35.4166666666667,21.8915026404225
AL512328.1,aFB2,0.0505955431007881,0.0395014255941176,513785,0.513867218755001,1.1876753151775e-06,4.57260976581581e-05,3.54166666666667,0.768122899663946
C1orf198,aFB2,0.241310212580648,0.147462466541366,547835.5,0.547923167706833,4.90651863626257e-11,3.24534799278468e-09,16.6666666666667,7.34517522803649
AL445524.1,aFB2,0.0111388911823833,0.0100678675133905,504647.5,0.504728256521043,0.000346565325972765,0.00781683715472848,1.04166666666667,0.0960153624579933
B3GALNT2,aFB2,0.286449220710413,0.113880088259657,536871.5,0.53695741318611,2.12718962107797e-05,0.000658498675331432,19.375,12.1939510321651
PLD5,aFB2,0.346726899025596,0.277867205954126,571423,0.57151444231077,3.57887926443083e-27,7.0166222132541e-25,18.75,4.75276044167067
ZNF496,aFB2,0.190236653595598,0.0919873426055337,529587,0.529671747479597,3.17496055556513e-05,0.00094460635797518,13.3333333333333,7.58521363418147
ALKAL2,aFB2,0.0696464971169164,0.0628959618934989,523127.5,0.523211213794207,1.5306874599962e-14,1.38018189346969e-12,5.20833333333333,0.57609217474796
PXDN,aFB2,0.811209602502603,0.254209991289687,574562,0.574653944631141,5.85590553949885e-09,3.09650241605229e-07,47.5,36.6778684589534
DCDC2C,aFB2,0.147276424075083,0.123463323607748,539175,0.539261281805089,1.98905072852167e-18,2.4372884103241e-16,9.58333333333333,1.77628420547288
ROCK2,aFB2,0.782942008745401,0.163086572521597,546487,0.546574451912306,0.000402049079863283,0.00893647579782162,46.25,41.7186749879981
KCNS3,aFB2,0.504748073705992,0.177197752513257,542182,0.54226876300208,9.19398231742461e-05,0.00244603436309993,28.75,21.8915026404225
GDF7,aFB2,0.0369309140293184,0.0306710065736162,509575,0.509656545047208,7.51057625377337e-05,0.00202923562373152,2.5,0.57609217474796
FAM228B,aFB2,0.438148341222407,0.14833162637873,542473,0.542559809569531,6.78045958934798e-05,0.00185690365730919,28.5416666666667,21.0753720595295
AC092164.1,aFB2,0.187683730803276,0.0935078662338575,525679.5,0.525763622179549,0.000197908709576084,0.00481926616293202,12.0833333333333,7.2011521843495
PPP1CB,aFB2,0.822107451571565,0.186313052480857,550218.5,0.550306549047848,0.000129293907812434,0.00330196084808094,46.4583333333333,41.3826212193951
LCLAT1,aFB2,0.341007246774878,0.14808374016835,544992.5,0.545079712754041,1.48796025675853e-06,5.64907731639875e-05,22.9166666666667,14.594335093615
CRIM1,aFB2,0.949633784410793,0.55417038912918,637850,0.637952072331573,3.13239214575095e-30,6.9624700072212e-28,49.375,27.7004320691311
CDC42EP3,aFB2,0.0733621382502962,0.0562703718999889,521264,0.521347415586494,3.19203615898241e-08,1.55656548972011e-06,5.83333333333333,1.58425348055689
MAP4K3,aFB2,1.11738938772414,0.328318558669196,594392,0.59448711793887,5.98664524017648e-12,4.27006407046991e-10,58.9583333333333,49.2078732597216
TMEM178A,aFB2,0.0506525577754259,0.0335897725848903,512767,0.512849055848936,0.000181812357275191,0.00445854280371252,3.95833333333333,1.3922227556409
EML4,aFB2,0.799593243391614,0.348323894642876,601076.5,0.601172687630021,1.91966210983734e-16,2.02177967276009e-14,47.0833333333333,30.5328852616419
PREPL,aFB2,0.528842911422144,0.16821942738035,549588.5,0.549676448231717,1.67625425228801e-05,0.000530065147388113,34.375,26.2602016322612
EPAS1,aFB2,0.971518776130414,0.255022219590919,574117.5,0.57420937349976,3.29805057044692e-08,1.60009862130401e-06,53.9583333333333,44.4071051368219
STON1-GTF2A1L,aFB2,0.122534788042884,0.0846749628317003,527205,0.527289366298608,3.06041684412561e-08,1.49764086700107e-06,8.33333333333333,2.9284685549688
AC009975.1,aFB2,0.166434228023754,0.110855822731717,526695,0.52677928468555,1.10844955293837e-06,4.28484680064579e-05,9.16666666666667,3.98463754200672
FSHR,aFB2,0.073693591678486,0.0438077136928962,515365,0.515447471595455,0.000164043356193051,0.00407242957832241,5.20833333333333,2.11233797407585
EFEMP1,aFB2,1.29965158519483,0.35062448238108,587013.5,0.58710743718995,4.16990520361719e-10,2.4870459569343e-08,61.6666666666667,53.6245799327893
AC011306.1,aFB2,0.0684225468447712,0.0551531277646557,518201.5,0.518284425508081,7.37565044586563e-08,3.40965528652828e-06,4.79166666666667,1.15218434949592
MIR217HG,aFB2,0.074707605904043,0.0675976818735214,522285,0.522368578972636,2.70675214281159e-14,2.3625991135121e-12,5,0.528084493518963
PELI1,aFB2,0.36020037304006,0.123455148475806,536921,0.537006921107377,0.000169319266114926,0.00418802007019796,23.75,16.9467114738358
ANTXR1,aFB2,1.46592698977512,0.411547272241713,617675.5,0.617774343895023,1.21910643908152e-16,1.30920388405971e-14,72.9166666666667,59.8655784925588
ACTG2,aFB2,0.0409557516673958,0.0333369762958014,511162,0.511243799007841,1.93978984170944e-05,0.000606368403578616,2.91666666666667,0.672107537205953
ATOH8,aFB2,0.243587967587406,0.0879695566997311,532142.5,0.532227656425028,0.000157898551902951,0.00394292589013828,18.125,11.7618819011042
LINC00342,aFB2,0.874800256435456,0.206218856493921,560340.5,0.560430168827012,5.55834264197639e-06,0.000190413080237813,50.8333333333333,42.918867018723
AC021188.1,aFB2,0.0119884070569923,0.0119884070569923,504086,0.504166666666667,3.06916413130121e-05,0.000918850539575384,0.833333333333333,0
ITPRIPL1,aFB2,0.0352167962291792,0.0309400808599775,509940.5,0.510022103536566,1.08249504743145e-06,4.1929957607246e-05,2.29166666666667,0.28804608737398
NCAPH,aFB2,0.0321172058876729,0.03074285018456,509160,0.509241478636582,1.71240677216069e-06,6.43094531497793e-05,2.08333333333333,0.240038406144983
FAM178B,aFB2,0.0719645373511607,0.0499369354294617,517390.5,0.517473295727316,5.9867780692598e-06,0.000203993326529297,5.20833333333333,1.72827652424388
FHL2,aFB2,0.736788062602345,0.517687035604914,636524,0.636625860137622,1.80055824984053e-41,6.49407004242013e-39,40,14.882381180989
ST6GAL2,aFB2,0.0975606830058807,0.0839827689676083,529062.5,0.529147163546167,1.97059903758605e-15,1.86942858079286e-13,6.875,1.05616898703793
MIR4435-2HG,aFB2,0.696392812402513,0.22045972644292,555000.5,0.555089314290286,4.92566240894788e-06,0.000170419004123517,38.3333333333333,30.1008161305809
TMEM87B,aFB2,0.278873705325273,0.138617695266867,544343.5,0.544430608897424,9.86212037935385e-08,4.48855624075092e-06,19.1666666666667,10.7057129140663
FBLN7,aFB2,0.258650591865471,0.214519519200036,571684,0.571775484077452,5.05617051734759e-32,1.23122582833577e-29,17.7083333333333,3.50456072971675
LIMS2,aFB2,0.19269939375296,0.115850645080782,533399.5,0.533484857577212,5.20833024767626e-07,2.13190228799691e-05,12.7083333333333,6.28900624099856
ARHGAP15,aFB2,1.15651530121355,0.900148632077253,717866,0.71798087694031,4.49003875176471e-87,8.58293357593584e-84,56.25,17.0907345175228
AC079793.1,aFB2,0.622423768141866,0.477396307640839,610136.5,0.610234137461994,3.30527419883277e-38,1.01091150316461e-35,30.2083333333333,8.97743638982237
GTDC1,aFB2,1.06819929417189,0.338076751479285,592387.5,0.592482297167547,5.7688605574054e-12,4.12241697140497e-10,56.25,43.8790206433029
ZEB2,aFB2,2.33959827351491,0.760179187285726,716930,0.717044727156345,2.41647011724822e-50,1.30118407116221e-47,89.5833333333333,76.0441670667307
ZEB2-AS1,aFB2,0.0345553353685826,0.0231212457838872,510159,0.51024063850216,0.00027036749191061,0.00636479038376511,2.91666666666667,0.864138262121939
TEX41,aFB2,0.743152366566515,0.363805635303931,588523,0.5886171787486,2.24973557091844e-15,2.11846405447741e-13,38.5416666666667,22.3715794527124
TANC1,aFB2,1.2982676613702,0.808425317894519,705147,0.705259841574652,1.59684865825666e-57,1.15187020856246e-54,63.3333333333333,33.2213154104657
LY75,aFB2,0.131824910766826,0.103641611357648,534289,0.534374499919987,3.92413651626568e-13,3.05764073261041e-11,9.16666666666667,2.35237638022084
FIGN,aFB2,1.23398817503886,0.496472371692058,630553,0.63065390462474,3.61745210663434e-22,5.42348280347991e-20,61.875,43.7349975996159
COBLL1,aFB2,0.878855716221189,0.288327130367247,582428,0.582521203392543,2.19503116043091e-10,1.37570879171203e-08,50.625,38.3581373019683
CSRNP3,aFB2,0.793795385088607,0.282842967148177,574053,0.574144863178109,2.37853197889692e-09,1.30651804720127e-07,44.1666666666667,32.5492078732597
STK39,aFB2,0.646665120917418,0.165063904465417,549765,0.549852976476236,5.59633006154154e-05,0.00156742340353696,40.4166666666667,32.8852616418627
CERS6,aFB2,0.583100335565287,0.442212308396191,628711,0.628811609857577,8.22810288628562e-46,3.49520668272873e-43,34.7916666666667,10.3696591454633
CHN1,aFB2,0.469656405501461,0.199899985071212,558680.5,0.558769903184509,1.44716813218081e-08,7.39661562318241e-07,29.5833333333333,18.7710033605377
ITGA4,aFB2,0.120839331061762,0.108577133182522,538729,0.538815210433669,4.20004281295827e-23,6.60789451778632e-21,8.75,1.00816130580893
DNAH7,aFB2,0.187421179946679,0.114748299639692,535875,0.535960753720595,2.58639262344733e-08,1.28583064222386e-06,12.7083333333333,5.6649063850216
STK17B,aFB2,0.401148046960767,0.206800444400401,562171.5,0.562261461833893,2.48750812192334e-11,1.68318447803985e-09,25.625,13.778204512722
HECW2,aFB2,0.620177839714793,0.462124054529104,626673.5,0.626773783805409,2.0048335324872e-43,7.66467907805181e-41,35,10.8497359577532
PLCL1,aFB2,1.01156818150215,0.506102676240753,624696,0.624795967354777,6.12459955759728e-24,9.96381130580859e-22,51.25,30.3408545367259
