gene_id,colors,L2FC,padj,cell_type.marker
MAP4K1,blue,0.575177093556178,1.2198612841812e-06,
NFKBIB,turquoise,-0.0997720197144386,0.050776668962191,
TUBB4A,greenyellow,-0.846731742949712,1.43717636108112e-07,
KCNA7,grey,-0.312875364285954,0.000798878668350563,
CLPTM1,turquoise,-0.0784195630457174,0.0126597275639589,
SLC17A7,grey,-0.0985963507988065,0.124851196276775,
CD37,blue,0.34251149005222,0.000797900295198729,Lymphoid
AMH,grey,0.128303860573184,0.163079403459956,
LYL1,blue,0.110708250774307,0.113116005574247,
FCER2,blue,0.134397838878768,0.144142381057752,
IL4I1,blue,0.921667772100894,4.61613474672288e-06,
CCDC130,turquoise,-0.0772208223611761,0.119906033440425,
LILRB1,blue,0.298896307631589,0.0182151777033103,
LILRA1,blue,0.201955838675771,0.0699412875817963,
ASF1B,tan,0.299893323635187,0.0203516517207276,
PPP6R1,grey,-0.0546727685438949,0.0531092419955907,
RASAL3,blue,0.547302232089397,7.63720850348811e-06,Lymphoid
SYDE1,blue,0.100479767807316,0.00105070283862404,
SLC1A6,grey,0.0955191133492727,0.0802595617036382,
CCNE1,turquoise,-0.110622976890733,0.0769281392957094,
URI1,yellow,-0.06526372867211,0.00468277890604731,Adipo
PDCD5,turquoise,-0.0853417273987644,0.0379939022157128,
ANKRD27,brown,-0.0616749604177941,0.0213263725096321,
DYRK1B,turquoise,0.091691490441475,0.0602376935798066,
PRX,greenyellow,-0.345983186172771,0.0246899962915893,
SHD,turquoise,-0.173494336858774,0.0595936416469945,
ZFR2,red,0.232971787256913,0.0187526468995051,
SLC1A5,salmon,-0.307751177564146,0.000755146391967122,
TJP3,green,0.594694366818115,0.00620591090638105,
APLP1,red,0.222921851217933,0.000997102052183074,
TGFB1,blue,0.123620840191227,0.0306095363374459,Endocardial
MYH14,turquoise,-0.117140769445315,0.0268209771875375,CM
CD79A,midnightblue,1.72126455736255,8.21542059797487e-10,
NKG7,blue,0.549399493240604,5.06986963386617e-05,Lymphoid
TYK2,blue,0.0567223577357188,0.0370482261283808,
NAPA,turquoise,-0.0621298314742452,0.172214122074935,
MEGF8,brown,-0.0670952443023002,0.0862949142312547,
GRIN2D,blue,0.236481362439175,0.0142601259661649,
CLEC11A,blue,0.166083767816655,0.0476462306699842,
LIG1,blue,0.151484251252567,0.00380362631307395,
HAS1,green,0.0601932701038938,0.160991970280072,Mesothelial
MIER2,turquoise,-0.0879187790852346,0.0508556031793931,
TFPT,turquoise,-0.0995569063413593,0.117977922666347,
JAK3,blue,0.387645873754005,0.00143799145196914,
KCNN1,turquoise,-0.504216874978705,0.000401196464128897,
PDE4C,grey,0.339249928047072,1.54491454060844e-05,
ISYNA1,red,0.176040196603784,0.00118578337219998,
ELL,magenta,-0.189345449671189,3.38547419529669e-06,
COMP,pink,0.510950949730534,0.0109746035083807,
MAG,greenyellow,-0.0702221017389706,0.104250279841919,
HAMP,magenta,-2.85128521911082,3.11194196979843e-16,
HPN,turquoise,-0.172281011001998,0.0286735066964297,CM
SCN1B,red,0.110500355019124,0.107283139008429,CM
PBX4,blue,0.547704453932994,0.000379913761869092,
GRIK5,turquoise,-0.352408487875111,2.11836216102185e-09,
DNAJC2,turquoise,-0.0734004687097711,0.00943479608285661,
TFPI2,magenta,-0.293482103024922,0.0104778773690735,
BET1,grey,0.0634379534750434,0.048908962564652,Adipo
NAMPT,magenta,-0.29835144601979,5.84453389680589e-05,
TWISTNB,brown,-0.060638884908834,0.0914088476853857,
PIK3CG,blue,0.317211539062407,0.0145179536657931,
PON2,turquoise,-0.0958349427424843,0.000247495652436112,Adipo
DLX5,blue,0.59814218811487,2.14471221868439e-08,
PTN,pink,0.169733709865146,0.0479673572836435,FB
GSDME,green,0.181999766337347,0.00583617806353508,Mesothelial
ZC3HAV1,blue,0.131230839328415,0.0227397538645092,
TFEC,blue,0.221598613626524,0.0588246757674376,Myeloid
H2AZ2,purple,-0.0927651972107617,0.00278754185111621,
CAV2,yellow,-0.0847453205061902,0.071990025726371,
CAV1,yellow,-0.267159787160343,1.7763308156895e-08,
RNF32,grey,-0.142039430584121,0.0362213897842938,
LMBR1,brown,-0.202165643604691,7.70042602589931e-09,CM
WNT2,green,-0.252592816144949,0.0586102579014491,
LFNG,blue,0.283235237471963,0.00248362078136667,
HOXA5,cyan,-0.200287815440624,0.0726810552592665,
BRAT1,red,0.0872954959329342,0.0213263725096321,
ANKRD7,grey,-0.243922468360579,0.00529130225186306,
VIPR2,grey,0.180993799923224,0.00134209706324779,CM
TAX1BP1,yellow,-0.0864185960375535,0.0161967062493594,
CPVL,blue,0.159507596628245,0.103818638234424,Myeloid
CHN2,blue,0.574316138275871,3.46779825570868e-06,
GRB10,grey,-0.136971870005536,0.00121608855760966,
EPHB6,green,0.241519003172192,0.0521875693923139,Mesothelial
MINDY4,red,0.179753200927629,0.0190649665270724,
NSUN5P2,grey,0.163009050791903,0.0310608370188272,
CASP2,black,0.117861925427054,0.00171927017188219,
CCL24,blue,0.551398455445987,0.0145136284162923,
HSPB1,turquoise,-0.29446496537398,4.61043010002178e-05,Endocardial
NPTX2,salmon,-0.683983005509224,1.30560994773653e-06,
NUDT1,turquoise,0.103020332271554,0.12083112700911,
WASL,brown,-0.0653301054357337,0.0571978387664702,CM
HYAL4,grey,0.352522092000562,0.0060825203407725,
SPAM1,grey,0.426754573042038,0.024930666749608,
AIMP2,turquoise,-0.0755008366284864,0.0909940548030586,
FSCN3,grey,0.127129138358208,0.169630872937994,
PCOLCE,blue,0.162741139274524,0.0549556881154599,FB
FBXO24,red,0.133511858368679,0.0381786857708667,
RBM28,yellow,-0.0729421537455199,0.129161839235798,CM
CLDN15,green,0.333828695276915,0.0130296018989523,Mesothelial
EZH2,tan,0.214491334682028,0.00167028424590405,
ZNF862,grey,0.0871821302379444,0.0188933344133687,CM
MEOX2,pink,0.137516709740521,0.0416678482597289,
ANKMY2,purple,-0.0700810607855479,0.111006537350861,CM
ACTR3C,grey,0.161705378205983,0.00541662964236229,
TSPAN13,grey,-0.142729083693278,0.00305505983905059,
CHCHD3,turquoise,-0.146817642541113,0.00194840884290623,
GIMAP2,blue,0.193879955911924,0.0110423598619967,
TMEM176B,turquoise,-0.498171198600717,2.95988678022055e-07,
RHEB,turquoise,-0.121783807379969,0.0123876887372016,
AEBP1,pink,0.408554586612648,5.03505320336063e-05,
POLD2,turquoise,0.0922612929120578,0.116311780915324,
MYL7,turquoise,0.125661984314323,0.0684417977276494,CM
BCL7B,turquoise,-0.0912575972627971,0.0265602788096205,
TBL2,blue,0.0710570681046825,0.0819571045569389,
GALNTL5,turquoise,-0.311014777739442,0.0511431422292415,
SLC1A1,grey,-0.124770674689463,0.0659430087891301,Endocardial
TMEM245,brown,-0.14875066623218,0.00191563317769615,
PRUNE2,grey,-0.552720164828766,7.77813864960329e-05,
OGN,pink,0.269668066807319,0.0617249416265939,FB
ASPN,pink,0.357297664782369,0.00594123922400095,
ECM2,pink,0.262253089686583,0.00563933871019817,
TLE4,black,0.139762599566631,9.7184465154698e-06,Myeloid
AKNA,blue,0.150378335700082,0.038768830113053,
TNFSF8,blue,0.346792021095863,0.0154567083065382,
AK1,turquoise,-0.164123516018154,0.00465467778438738,
CDC37L1,yellow,-0.224814420904237,6.61733979103148e-06,CM
TBC1D13,red,0.0802447511240029,0.00392263302846588,
DOCK8,blue,0.258858211757882,0.00845586079724172,
NCS1,pink,-0.093871634598939,0.175652366142373,
TESK1,turquoise,-0.0859543601891281,0.0228273183994256,
KCNT1,grey,-0.412012310972529,6.30188986943041e-06,
CA9,green,0.900817450553152,0.000552825346667893,
CREB3,turquoise,-0.0602236396494886,0.111342958849403,
RGP1,brown,-0.0585460361823045,0.122769554376334,
BAG1,turquoise,-0.0911340545742094,0.0925956029655757,
RAPGEF1,brown,-0.0782088247424396,0.0490273686142693,
APBA1,brown,-0.215616987529291,0.0121296733665024,
PTGDS,turquoise,-0.208893885735766,0.00223170178400173,CM
UBE2R2,turquoise,-0.0859383665055134,0.00183164385118356,CM
DVL1,turquoise,-0.103221121512516,0.0245636359973746,
ATRNL1,grey,0.168275396720649,0.0965236193791451,Mesothelial
CXCL12,blue,0.322465654555628,2.47362947942533e-06,FB
TRDMT1,black,0.0751792501236063,0.0832701047405836,Adipo
CCSER2,brown,-0.0778125758734076,0.125393529122404,
BMPR1A,brown,-0.135557405910754,0.00262962835487003,CM
SFXN3,blue,0.144935938515488,0.000918020896249585,
KAZALD1,grey,0.220670105248452,0.00167857702146559,
FBXW4,turquoise,-0.0864560507697079,0.0612788085755149,CM
LARP4B,purple,-0.0845792033249007,0.04324963159799,CM
GTPBP4,yellow,-0.102690695396734,0.000880724345817973,
BCCIP,turquoise,-0.0647062983653506,0.0657709975974947,CM
SH3PXD2A,brown,-0.143059014690371,0.00282750578648557,Neuron
SORCS1,greenyellow,-0.587160527554789,2.60492506093945e-05,Neuron
SHOC2,brown,-0.0744002164631025,0.00806139963301156,
CCDC6,magenta,-0.173779958789007,1.38810962475172e-06,
CUL2,yellow,-0.0500156640542127,0.0746718544367568,
CCNY,grey,0.122477577839071,6.41046027191749e-13,
ZMIZ1,brown,-0.0705239497478987,0.148928551375845,Endocardial
DNAJC12,turquoise,-0.289470549662562,6.59988330248489e-05,
PBLD,grey,0.107992584388327,0.0280042687705204,
TSPAN14,magenta,-0.0834565005852032,0.0560406905406735,
TBC1D12,black,0.0683784684793848,0.15615061700828,
GIT1,turquoise,-0.0724570824316153,0.0431367166878553,Endocardial
RNF43,grey,-0.177249923121434,0.0110356813814827,CM
SEPTIN4,red,0.0789385469079583,0.114722149992735,PC
TUBD1,grey,0.0843368487365284,0.0092645615483756,
PNPO,yellow,-0.0912501087617544,0.00411354768201624,
TRIM16L,turquoise,-0.145086209664485,0.0495924073470487,
CDK5RAP3,red,0.0864725894928094,0.0521067776360795,
RECQL5,red,0.0579244416302577,0.13789125936181,
HOXB6,salmon,-0.496161435618981,9.03512801537778e-05,
ENO3,turquoise,-0.2223642895886,0.00339752133588739,CM
RNF167,turquoise,-0.0876718838631864,0.00940582061925121,
RASD1,magenta,-0.589410532990065,0.000665555539589094,Adipo
CHRNE,red,0.413630718280479,8.09368583046078e-07,CM
C1QBP,turquoise,-0.0644203680855674,0.173940893015148,
SLC6A4,pink,0.845917451016192,8.6602701462681e-05,Endocardial
CCDC47,yellow,-0.103291396271465,7.41837114731366e-05,
FTSJ3,turquoise,-0.0989335161561748,0.0160954235587035,
SMARCD2,salmon,-0.0895479329273083,0.116849881510664,
ICAM2,magenta,-0.0900710835472115,0.155712312372477,
B9D1,red,0.0709480404186816,0.179238392809278,Mesothelial
C17orf75,yellow,0.0634907054937719,0.0832781697173583,
CYTH1,magenta,-0.113527848083775,0.000632684632218651,
PSMD11,yellow,-0.111205407575321,2.58033627658488e-05,
LGALS3BP,turquoise,-0.25176210197496,7.92714413626171e-08,
ASIC2,green,1.00317472964848,0.000179055324486455,
DHX58,blue,0.129432897576341,0.0483686457679773,
MLX,turquoise,-0.0709380466427938,0.0542826789265343,
DLX4,grey,0.3687172064334,0.00803335856688283,
PPP1R9B,blue,0.0770566423057631,0.0608217275183925,
COL1A1,pink,0.348376926760335,0.0421194785439432,FB
RND2,turquoise,-0.378300467494387,8.38540782491197e-07,
LUC7L3,grey,0.0640344124987794,0.0444305475505155,
MPP2,purple,-0.106351183422005,0.0364017206073638,CM
HLF,purple,-0.295547344086317,7.09486035247204e-05,
PRKAR1A,brown,0.198496617716761,1.87928041270348e-05,
EFNB3,green,0.112998279432361,0.177228769520004,Mesothelial
MMD,cyan,0.150305219233842,0.0199826825174623,Adipo
MAP2K6,grey,-0.160491439612388,0.0602124271875762,Adipo
MYH1,cyan,-0.0752878702281726,0.0169380706920385,
SLC9A3R1,green,0.161952009557755,0.0615464887614541,
VTN,grey,-0.486125800873658,0.000130766179138494,
IFT20,blue,0.151710718160858,7.31569330095109e-07,
TMEM97,grey,-0.209367194298495,6.40598948080594e-05,
PMP22,salmon,-0.141058715085616,0.00137208898542049,
ALDOC,turquoise,-0.225874369018565,0.000129916656557392,
SUPT6H,yellow,-0.0580404428869537,0.0198795840241521,Adipo
GABRA4,grey,-0.393824541710307,0.0275450218861999,
SLAIN2,brown,-0.0843586538719981,0.0357512731199815,CM
DCUN1D4,brown,-0.0844879250438744,0.00374230040344019,Adipo
CRACD,pink,0.30961020436667,0.0290140986960532,
MANBA,grey,0.0850359729760251,0.0206035853326418,
UBE2D3,yellow,-0.0554217499257347,0.0618771063878653,Mesothelial
NDUFC1,turquoise,-0.1142393030691,0.0322206475039281,CM
CPE,pink,0.119449764151339,0.0391081642926511,
GRPEL1,turquoise,-0.068838393763908,0.104833761156277,
CLCN3,brown,-0.072768110198283,0.154644054758331,CM
DHX15,brown,-0.0911710829019974,0.00366313897490293,Adipo
SOD3,turquoise,-0.118102658621519,0.117902650269642,
SLC2A9,grey,-0.113529366804542,0.0220632944762946,Myeloid
NEIL3,tan,0.21160726003343,0.0620193991077807,
CLNK,blue,1.05026081991412,7.30009611383465e-07,
GLRB,purple,-0.0932515904191023,0.046671826456173,Mesothelial
RAPGEF2,brown,-0.112401817403749,0.023688262585691,
FAM149A,grey,-0.189174284439328,0.00284424367592966,
NCAPG,tan,0.359230629330834,0.020851243757229,
CRYAB,turquoise,-0.117132180381843,0.0616845898748384,
MTCH2,turquoise,-0.0897749667417364,0.00658704463698918,Adipo
FNBP4,brown,0.14856613629713,0.00011508691415128,CM
TECTA,brown,-0.13159476489977,0.0142786889024695,Endocardial
SC5D,brown,-0.0638271203278483,0.121973933042743,
CRTAM,blue,0.508810171982076,0.000379400998950025,
HSPA8,yellow,-0.0833574139632981,0.0922840835154508,
DNAJC4,turquoise,-0.086744074974168,0.138999969234404,
SIAE,purple,-0.165223276261832,0.000135749611929121,CM
LPXN,blue,0.146139321365155,0.00465203922869127,
ATG2A,grey,-0.069709084867235,0.0269159656951812,
PUS3,turquoise,-0.0660316832596575,0.0702504484994138,
KMT5B,brown,0.0578300261178766,0.0239433769022343,CM
CPT1A,grey,0.140646298742369,0.00273168347976816,Endocardial
CCND1,brown,0.0984960095762903,0.0447916890754093,
TMEM109,turquoise,-0.0602694027172266,0.0146035506051894,Endocardial
PANX1,brown,-0.113724872389686,0.0833246616638697,
CEP164,blue,0.0808199553162182,0.0675981348545997,Mesothelial
IL10RA,blue,0.319099121888512,0.00563132949205491,
SLC1A2,grey,0.760513153486023,1.53405031830668e-08,
CD5,blue,0.765076144114578,4.67704661142429e-06,
CARS1,salmon,-0.0595762177706684,0.0756634295097331,
CD81,turquoise,-0.108684451695244,0.00643064446609615,
SLC35F2,blue,0.118637514512013,0.140295306962953,
C11orf21,turquoise,-0.128786748336491,0.0428058147947244,
ELMOD1,grey,-0.375212024070061,3.05494470016395e-05,
TCIRG1,blue,0.0960147922729493,0.100097828290328,
POU2AF1,midnightblue,1.1303311595236,5.82069331982661e-07,
CD69,blue,0.28532677230524,0.0490688694901241,
SELPLG,blue,0.218032222471526,0.0389965214009952,
ASIC1,blue,-0.127278892173999,0.101096783728453,
KCTD10,grey,-0.0851970850848276,0.0332493984853198,
MLEC,yellow,-0.105340835706025,0.00597237374985813,CM
CAMKK2,blue,0.0695241466623289,0.0230020067515928,
BIN2,blue,0.292532495753783,0.0126720606727435,Lymphoid
SYT10,grey,-1.06207021523339,4.74955816571077e-06,
LIN7A,brown,-0.237145723618168,7.09125768427883e-06,
KRT18,green,0.488932856727653,0.00268902058619794,Mesothelial
ACSS3,brown,-0.13136163854115,0.000340291091447879,
GLI1,greenyellow,-0.142628345108962,0.113452383024916,
PPM1H,pink,0.228248599545664,0.000558307278536817,
METAP2,yellow,-0.084127087404036,0.00178060511838169,CM
ITFG2,blue,0.116722967544693,6.67020470391011e-05,
FOXM1,tan,0.2627283370413,0.0209996087822139,
PARP11,black,0.0769563282385444,0.0356133303056181,
GPN3,yellow,-0.0585888832004496,0.0806718709200544,
VPS29,turquoise,-0.125521887219768,4.43683368882735e-05,
MYL2,yellow,-1.2733895117477,5.58768207706021e-07,
RAD51AP1,tan,0.205115423848442,0.016240046501941,
SH2B3,black,0.182868005836673,0.00011077913176624,
AKAP3,turquoise,-0.774643425007336,5.77547790133315e-08,
KCNA1,green,0.669973784029422,0.00569512734436726,
CREBL2,blue,0.178468832471533,1.45280048215791e-09,
ACAD10,turquoise,0.0667179650922379,0.0819279305403255,
ALDH2,turquoise,-0.178837636525414,0.00045322137210761,
CDKN1B,grey,0.0517314663845952,0.16108435924832,
NAA25,brown,-0.0773600896576397,0.0587233975240056,CM
SCNN1A,green,0.393299388300763,0.0239433769022343,
LTBR,salmon,-0.0923179975290493,0.0811769312064861,
ART4,pink,0.153329614366347,0.103652881476407,Endocardial
MGP,blue,0.172220958783179,0.0353608966833728,
ARHGDIB,blue,0.157342403282937,0.0115712652893219,PC
DDX55,grey,0.0608979484419267,0.110005608605668,
RERGL,grey,0.208816788432938,0.0140751990321435,
C12orf49,blue,0.124269344108917,0.000528558135513645,
FZD10,blue,0.2211989188024,0.0572652084515308,
RFC5,grey,0.0537248536714086,0.118471337530233,
IFNG,blue,0.899947426214816,0.00102812688210697,
RAB5B,brown,-0.073485826322262,0.160393374241096,
MDM1,brown,-0.251830149002806,4.41179084362243e-10,
KRR1,brown,-0.0725778419157741,0.0619669494201984,
CHD4,brown,-0.0729978250088675,0.0132682571364513,
ACRBP,blue,0.161229708407631,0.0882684145080127,
ING4,red,0.102910582971405,0.00470922442547408,
CDCA3,tan,0.142721837735987,0.113876513196998,
CHPT1,turquoise,-0.142020042923476,0.00308666890066609,CM
USP5,turquoise,-0.107654896044209,0.000543288240761942,
ENO2,blue,0.10953454361358,0.0592918892105918,
ATN1,grey,-0.0530834012129716,0.101978465076448,
PTPN6,blue,0.229127294023723,0.0259533364307915,
LPCAT3,magenta,-0.114085095099929,0.00731945834865266,
GYS2,cyan,-0.192452575570666,0.0587029430301287,
LDHB,turquoise,0.0869784558460814,0.081123410286921,CM
CMAS,turquoise,-0.07797095836299,0.0242366152041897,
CLEC4A,blue,0.156632768671113,0.0591343126664281,
KLRB1,blue,0.836057093623185,1.95959540621705e-07,
BTN3A3,blue,0.246058688865038,0.000316020723572528,
RWDD1,turquoise,-0.0788408657969539,0.0918535690993497,
ADTRP,blue,0.190243376510905,0.0882684145080127,
ASF1A,purple,-0.115015588348291,0.0004894799410756,
FAM184A,grey,-0.380263746943794,3.05521578843071e-05,
SERINC1,brown,-0.117483289567373,0.00324724898319321,Endocardial
HDDC2,turquoise,-0.0747504450136561,0.159939700219774,
TPD52L1,turquoise,-0.157421714432786,0.01428691111903,CM
HINT3,yellow,-0.0963200560036585,0.0107644840479006,
RIPOR2,blue,0.188864346191738,0.0278695205094055,
FBXO5,blue,0.0835037790189452,0.162112930684762,
TULP1,grey,0.144536671145219,0.127090142121387,
RHAG,greenyellow,-0.666327380716354,4.11716757263274e-07,Neuron
STK38,grey,0.192758030365342,5.96415097288111e-08,Lymphoid
MRPL18,turquoise,-0.0939648237611033,0.0207543793134071,
PHACTR1,grey,-0.29872522262341,0.00310480008914188,Mesothelial
CILK1,black,0.304150442791453,1.71972924932919e-09,
FBXO9,grey,0.0934444488537107,0.00495088148309714,Adipo
MDN1,brown,-0.195475607555615,5.18897361962016e-06,CM
GLP1R,brown,-0.141055411886882,0.13789125936181,CM
BACH2,black,0.0964437968939282,0.154161293832693,Neuron
CAP2,brown,0.0941300551394306,0.0682494936545403,
BAG2,yellow,-0.1501840493622,0.000322440354281496,
KHDRBS2,blue,0.29620426601975,0.0315481259993657,Myeloid
FBXL4,brown,-0.0921777570882717,0.0267954720450289,
E2F3,brown,-0.0869319874757545,0.0727275509242076,CM
PTP4A1,yellow,-0.166301218849553,0.000627722089970672,
SIM1,grey,0.132761440593316,0.162320614085256,
COL9A1,grey,-0.801505511248593,9.93214208761315e-05,
ALDH5A1,yellow,0.141433865234442,0.00673617973553706,
CRYBG1,blue,0.218174517563393,0.0269489744099732,
ACOT13,turquoise,-0.0709987575731205,0.115126320476167,CM
EYA4,yellow,-0.658217039914031,4.35093302130449e-07,CM
SOBP,yellow,-0.0754405379456372,0.164962641709086,FB
SNX3,turquoise,-0.0578353945487055,0.0830163098664536,
PERP,yellow,-0.0781780013785197,0.0880112484635935,Mesothelial
SLC16A10,turquoise,-0.309802913540506,0.000153584696370023,CM
HECA,brown,-0.0604347143931573,0.126076522976239,
SLC39A7,turquoise,0.0626009961506541,0.137566234057141,
CCR6,blue,0.815239442434889,1.09982144798631e-05,
PACRG,turquoise,0.182758346298413,0.0140797140795655,CM
SMOC2,pink,0.266223385892713,0.000840075875937747,
CCND3,turquoise,-0.0854096681575351,0.0470181699817301,
BYSL,turquoise,-0.0751416790704407,0.0777275763097164,
FAM120B,brown,-0.0781885530879447,0.000123537791308329,
PRPH2,grey,-0.184645861381189,0.010092838703354,
PTK7,green,0.16547052053473,0.0552137125546444,Mesothelial
SRF,yellow,-0.208768577283602,4.61613474672288e-06,
CUL9,blue,0.123653824022251,1.97876903914313e-05,
GMDS,red,0.0976154238930731,0.0395119468616282,
TTK,tan,0.60390921454281,0.000153755032671964,
LAMA4,pink,0.131106850789081,0.016587752154784,
TENT5A,brown,-0.168443269959994,9.07978917656431e-05,
CLIC5,brown,-0.389836274708794,0.000340552066972781,
FBRSL1,turquoise,-0.0849517659744844,0.0450596437024834,CM
ENPP5,grey,-0.191663117406689,0.00094424968361709,
PRSS16,green,0.272252092483567,0.051336417358597,
TBX18,pink,0.150457978405259,0.115718186194275,
ERBIN,brown,-0.107222264115902,0.0364808777449525,
CEP72,grey,0.0976370232362212,0.0583260767908006,
TENT4A,grey,-0.0609787721763973,0.0162008966067212,Adipo
GHR,cyan,-0.123739190907846,0.0348376222113148,
HMGCS1,brown,-0.137319153044548,0.0076370222414182,Adipo
DAP,blue,0.0982841954782678,0.0732778749933026,
KIF20A,tan,0.23071601406643,0.0656850189897371,
MRPS30,yellow,-0.0621397554406595,0.138993113679588,
MRPS27,yellow,-0.075216122260738,0.0411074778074299,CM
PFDN1,turquoise,-0.110720765435823,0.00470922442547408,Mesothelial
HBEGF,yellow,-0.509887232325255,1.70243687446189e-07,
LOX,pink,0.349728028123626,0.00418488696382674,
GZMK,blue,0.7797065821716,8.52882030933498e-05,
APBB3,blue,0.0698133322115803,0.0906570962021267,
HMGCR,brown,-0.114008864175311,0.014694171056567,
HAND1,grey,0.634303259441515,0.00169960894551868,
PDE8B,grey,0.697523677108627,5.91585339270509e-20,
ITK,blue,0.506044750949806,0.00152847655204533,
RNF130,salmon,-0.0888254347272989,0.041069858765677,
THG1L,turquoise,0.0778422907968094,0.04589469611305,
ARSB,black,0.083807723591279,0.148099658194635,Myeloid
CLINT1,brown,-0.0634592209326474,0.165311553919355,Adipo
TTC1,turquoise,-0.172962763492096,0.000132288446612047,
MSH3,brown,-0.0847888582014537,0.0391446674026601,
SUB1,turquoise,-0.0759994107631841,0.0319823067053672,
SLC27A6,purple,-0.559317523702552,1.24969714458565e-10,CM
IRX4,grey,-0.650944818750281,0.00567970261578996,
LNPEP,brown,-0.123078862222289,0.00917459211397965,
PDE4D,brown,-0.326858925049575,2.85668358055933e-06,
RAD1,purple,-0.216926791753402,6.13680028185049e-11,
BRIX1,turquoise,-0.074884162585054,0.0508042619701176,
AGXT2,purple,-1.55719629679143,1.71323256570492e-08,
ST8SIA4,blue,0.231987423511933,0.0145883454053403,
GNPDA1,grey,0.0576470055215875,0.0586102579014491,
PCDH12,grey,0.0973751299888121,0.109708146167946,
PPP2CA,yellow,0.0977270076677446,0.0132101678800348,
FGF1,yellow,0.156857795771945,0.00430236553776502,
TRAPPC13,yellow,-0.061004739102644,0.0767872469651976,CM
TXNDC15,yellow,-0.0646888260313877,0.000207655728930518,
WWC1,green,0.636323888122378,0.00384572058045882,Mesothelial
CSNK1A1,brown,-0.12301045559807,0.0145302689940042,CM
BNIP1,turquoise,-0.0863819474693769,0.0565101416804798,
STC2,turquoise,-0.361530317600811,4.21539299872752e-07,
CPEB4,brown,-0.232279431262311,0.00809197666261524,CM
HRH2,brown,-0.204763448620532,0.0100145495081957,CM
DBN1,magenta,-0.262056740978474,2.48570718449641e-05,
CNTN3,brown,-0.180167304176928,0.0261806042756333,
SMC4,black,0.119592100770999,0.0635300906241234,
SELENOK,turquoise,-0.0783832936815298,0.0913920364040515,Mesothelial
ACTR8,yellow,-0.0694182392557723,0.1454976756254,
TIMMDC1,turquoise,-0.110467045234056,0.00920127425195616,CM
KNG1,turquoise,-0.844894269100338,2.00004800749212e-05,
BCL6,magenta,-0.104391464768047,0.119632105293774,
HGD,cyan,-0.37650292096692,0.0137807459954667,
CD86,blue,0.191570117514949,0.0857845103354724,Myeloid
KPNA1,yellow,-0.0861035846144348,0.0308611569916016,
UBE3A,brown,-0.115402298134673,0.00185622053277628,CM
ARMC8,yellow,-0.0783556454864904,0.00341553211213819,CM
CEP70,yellow,-0.087874385881485,0.00819672501059137,CM
RBP1,red,-0.117495142049882,0.0842856876882989,Endocardial
SERPINI2,grey,-0.136102543882422,0.15587760457217,
WNT5A,grey,-0.191921475384546,0.0142736458769707,
COL7A1,turquoise,-0.347143563305426,2.36036873403526e-05,
FGF12,purple,0.0795199900463062,0.172807379238931,CM
ECT2,tan,0.135414730393706,0.0290699094893432,
USP9Y,brown,0.558024348397991,0.00837830901228364,
HYAL1,turquoise,-0.0987824135244851,0.0959655477637332,Endocardial
C3orf14,grey,0.0843131165827365,0.121700416341366,
CBLB,brown,-0.0967991825227942,0.0539173091041313,
BBX,brown,-0.0784853427154238,0.136836606970325,
IQCG,grey,0.0720870602639848,0.127466391094964,
GBE1,yellow,-0.242936940341422,1.30295213938622e-05,
SNX4,brown,0.0631966857798082,0.0373307343001462,CM
C3orf52,green,0.352145070962526,0.00465467778438738,Mesothelial
FRMD4B,black,0.209500673182212,0.00261429124699504,
PLXNA1,brown,-0.099331923212232,0.0204143731447534,
ABTB1,red,0.0714871376126363,0.130403899130098,
UPK1B,green,0.726179496602627,0.012183641690496,Mesothelial
CSPG5,grey,-0.313239150383102,0.00121748573669835,
KLHL18,yellow,-0.0775366080866738,0.018101548603996,CM
SCAP,turquoise,-0.0591621560400849,0.0181112757319005,
MRPL3,yellow,-0.0790352640983781,0.00423139389271048,
PLSCR4,pink,0.10790937154197,0.1621885231203,
CISH,grey,-0.357483975497317,0.00513355191470549,
PEX5L,green,0.192817708709546,0.0726665590686008,Mesothelial
ABCC5,brown,-0.0752268120589687,0.0602376935798066,CM
AADAC,green,0.781076824667854,0.00942843378899497,Mesothelial
ABHD14B,red,0.130466554219823,0.0134174637111411,CM
EIF1B,turquoise,-0.129166345927426,0.0150861100602798,CM
ABHD14A-ACY1,grey,0.159743866593886,0.0820723610733668,
VIPR1,blue,0.135683491269695,0.0976146968754672,Endocardial
DNAH1,black,0.13146373141534,0.0178435634790781,
EIF4G1,yellow,-0.0834702592350078,0.00349333405938472,Mesothelial
ADAM23,purple,-0.183417210613027,0.000818985158545463,CM
LMAN2L,turquoise,-0.128500582554705,0.00029509678406933,
CCL20,magenta,-1.9871618240535,0.0307598597166376,
KCNIP3,salmon,-0.221486245030171,0.0036572752269097,
ZAP70,blue,0.497640572548969,2.98630264418156e-05,Lymphoid
TFCP2L1,salmon,-0.235179622903941,0.0544582389500397,
DNAJC27,brown,-0.0985298084312353,0.0242820775591046,CM
OTOF,blue,-0.404249288931114,0.00963466417090639,
GPD2,brown,-0.106999512937251,0.0106922902090411,Adipo
CENPA,tan,1.02568154093852,7.12386637452221e-08,
SLC30A3,turquoise,-0.223577665075696,0.0018957690191573,
MPV17,turquoise,0.1175677136595,0.00056772416872061,
ITGB6,turquoise,-0.133265359552355,0.155904181650782,
