gene_id,colors,L2FC,padj,cell_type.marker
BRCA1,brown,0.157602922229663,7.08186464051414e-05,
CD22,blue,0.311464570757983,0.0373181965380271,Mast
SEMA3B,green,-0.232590842907329,0.00050025424685391,
PRICKLE3,grey,-0.0771094839798387,0.0351956335209329,
LTF,blue,0.145619663560068,0.117974060427285,
EXTL3,yellow,-0.0686080174491221,0.103622492103075,
ELOVL5,grey,-0.264828719222199,1.94191732499518e-06,
KDM5D,brown,0.726989519211199,0.00110921032500765,CM
EHD3,pink,0.316829077236472,1.56910385941855e-07,
PSMC4,turquoise,-0.105231744048219,0.00390971204671473,
SLC7A14,greenyellow,-0.142440621699229,0.117646103743423,
GPRC5A,magenta,-0.146397781986138,0.118777466295944,Mesothelial
MAMLD1,black,-0.158498256632011,0.00569512734436726,
CD6,blue,0.732165648066797,7.25785669838504e-07,Lymphoid
CAPN1,turquoise,-0.0550714821903366,0.0111963131391017,
MTMR11,pink,0.112147626168952,0.0923859354441749,
CCDC88C,blue,0.169780175791458,0.0119510050630395,Lymphoid
YAF2,yellow,-0.156410995701851,0.00046974256830361,CM
XYLT2,red,0.0547467557634646,0.154968158518881,
STMN4,grey,-0.190686675786814,0.0602249522807777,
ISL1,greenyellow,-0.426091182053426,0.0442567056059484,
CHDH,turquoise,-0.329094598973253,0.000146510224040205,
ATP2C1,brown,-0.0658247541279167,0.121892295989942,
IGF1,blue,-0.163190004832872,0.0973892151969399,
RALBP1,brown,-0.0645406154653631,0.0152379702241092,
RUFY3,brown,-0.0834290667385623,0.01071011332477,FB
SLC11A1,salmon,-0.795684491232548,1.38594754842024e-05,
WWTR1,brown,-0.103658665978246,0.0781398884678053,Endocardial
TTC27,grey,-0.0590308716001976,0.0619477830459125,
VSIG2,green,0.144632149216433,0.127431678991664,
MARCO,salmon,-0.835809659444869,0.000116632162738095,
PRDM11,yellow,-0.189148363044979,3.631170922272e-07,
CD74,blue,0.321769355567257,9.40936166396961e-05,
HGF,blue,0.110513236197002,0.169432570226997,
MNAT1,turquoise,-0.0993981697408779,0.00357072217206186,Adipo
RUNX3,blue,0.467851207359969,0.000240747688910558,Lymphoid
PLEKHB1,turquoise,-0.411358447145917,4.61263713296477e-09,
SERPINB1,blue,0.0848493912858527,0.13495131004145,Endocardial
NRXN3,greenyellow,-0.147178988280532,0.074746376225231,
FHL1,yellow,-0.375592903946416,6.73098593185703e-06,
GABRA1,green,1.34339499432684,0.000888330535818351,
NLRP2,green,0.348247228367426,0.0328635076860599,
RNF10,turquoise,-0.1187876396957,0.000148010363506759,
RNH1,turquoise,-0.0709323919580145,0.0914088476853857,Mesothelial
ALAS1,yellow,-0.10318697483734,0.0317775573096323,
GLRX2,turquoise,-0.19538245794514,5.41148568613486e-05,
SNAPC1,turquoise,-0.0963488012736835,0.0272739841686457,
STRAP,turquoise,-0.0790826496828169,0.0167434765304892,
DEF6,blue,0.444587073646775,8.8171750907331e-05,
GCLM,brown,-0.0999362445882533,0.0488177184585801,
DEPDC1,tan,0.364083398538915,0.0156747260771807,
CCDC28A,red,0.0768839875355353,0.0982573533885336,CM
HSF2,purple,-0.233617867829551,3.37840536272002e-05,CM
PHF20,brown,-0.0532930696794232,0.0806728216917543,Mesothelial
HSD17B6,green,0.92345423505736,0.000336070892866026,
NR1H3,cyan,-0.169524110457941,0.0106246769784407,
TYMP,blue,0.112563811585066,0.16987373445213,
KPNA6,brown,-0.0909234456019388,0.00710666830964203,
RTEL1-TNFRSF6B,grey,0.0684794984532752,0.119445944076733,
RNASET2,blue,0.100429996715776,0.140542433984485,Myeloid
CD44,blue,0.227432078995,0.00688628910609681,
SLAMF7,blue,1.02748630339868,2.03915447737063e-09,
BTN3A1,blue,0.228204298022839,0.00192503402998393,Lymphoid
PRKCH,blue,0.1624961332011,1.68102062891459e-06,
IFNGR1,grey,-0.0666651564871885,0.0762725361444459,CM
VRK2,brown,-0.104178444800665,0.0108852821882666,CM
POU2F2,blue,0.518922132792351,5.13576096103807e-06,Myeloid
BRD9,turquoise,0.063138579976858,0.0457139855666409,
TBPL1,magenta,-0.121393623116456,0.0605309284139069,
ARNTL2,black,0.132784826688265,0.139035049343081,Adipo
ANK1,turquoise,-0.195261618065491,0.0131143862518916,CM
TFB1M,turquoise,-0.137656520736414,0.000961330732825869,CM
RABEP1,yellow,-0.0554217327390839,0.141234386765363,
BAK1,turquoise,-0.115867389147193,0.0104612264912529,
IKZF2,brown,-0.127947220190078,0.0418615023721296,CM
GRN,turquoise,-0.0717541370686575,0.153795292337121,
FAM13B,brown,-0.0925288059988397,0.0897363363884959,CM
ARID4A,brown,-0.181788210454166,0.000457594193047639,
ABCF2,turquoise,-0.0563951537018176,0.0653039027235787,
LRRC7,yellow,-0.348671502552316,0.00284510333218281,CM
FUT8,pink,-0.0747764643526213,0.0747279297173933,
ATP6V0A1,red,0.112467812167776,1.76912183983743e-05,
SLC4A7,brown,-0.193716203366034,0.0094814467133758,Myeloid
ASTE1,blue,0.0896865642991392,0.0286735066964297,
RNF19A,brown,-0.0884344039449388,0.0127145243596497,
MYOC,pink,0.12613166819724,0.16733146427371,
SH3YL1,grey,0.181390641625711,4.75577197613861e-05,CM
FAM136A,turquoise,0.104071306512793,0.0101682611048881,
VCL,brown,-0.113501268927295,0.0397106717010599,
DAPK2,turquoise,-0.118466286298709,0.0823751624292371,
STAP1,blue,0.893800782620551,5.50162205159503e-05,
RFC1,brown,0.057921252218158,0.133465611805345,
CUL3,yellow,-0.0686268680571667,0.0054686891884962,
MYOM2,yellow,0.084099880184005,0.163028278265272,CM
OTC,grey,-0.477446897354493,0.0302938146311737,
CYP46A1,turquoise,0.173228602606378,0.000627722089970672,CM
USP2,turquoise,-0.1361508869698,0.0177000471095287,CM
TUBG2,turquoise,-0.07783375693249,0.0311781268700925,Adipo
FLT4,blue,0.104231706896405,0.121826649641692,
FBXO42,purple,-0.0933905524334219,0.000284644854619982,Adipo
TLL1,green,0.229410822545218,0.0368643648201512,Mesothelial
CLEC16A,yellow,-0.0695077534463165,0.0329543412800165,Mesothelial
MSR1,blue,0.285205352781163,0.0327641628918018,Myeloid
DNAH5,grey,0.186218684406188,0.0794655292689862,
ZFYVE16,brown,0.0969754901778686,0.0643176259105932,CM
C6,grey,-0.269494305375048,0.00488221560481739,
SOX30,brown,-0.398321796700266,1.52433163357219e-05,
PNKP,red,0.0955340418649318,0.010641907407718,
SPDL1,black,0.0998741457912039,0.00503574935090316,
STAU2,purple,-0.0758035537594482,0.0399615011824505,CM
CTNS,grey,0.106245213045647,0.00141502273623703,
RTN4R,red,0.104569475994699,0.164184788820675,
CDH10,purple,-1.01447451504717,4.69961752259176e-08,
INPP4A,black,0.300979149745487,4.48195035511832e-12,Lymphoid
RAB27B,green,0.436464987578972,0.00963658612588798,
PSMA4,turquoise,-0.0780250983983827,0.0624530584453905,
MYO16,turquoise,-0.497371955874174,7.96774732965816e-05,Adipo
TNC,blue,0.346562611559885,0.0167829990160305,
TDP1,blue,0.0981409797354228,0.0263484342032751,
CAPG,blue,0.317492607371407,0.0157107870728726,
ADAM28,blue,0.521846763687596,4.67884737363584e-05,Myeloid
JADE2,grey,-0.101824150028942,0.0203724266844857,
LCP2,blue,0.222013779449236,0.0259857642790538,
ADRB1,turquoise,0.0945405874797331,0.169396132444551,CM
CUL7,green,0.0662905615288017,0.134788993376943,
CTNNA1,yellow,0.0797239163970408,0.000519225534719744,
EPHA3,black,0.325047354637214,0.000405555568207318,
HSPA5,turquoise,-0.236819661563775,4.19103631017236e-10,Mesothelial
GPM6B,greenyellow,-0.399149745351945,8.30608313651075e-05,Neuron
ARAP2,blue,0.197979056622114,0.0368523890415089,
CP,blue,0.241676101930409,0.0672420737237841,
XK,brown,-0.147137144868868,0.0292070618681895,
SCML1,brown,-0.0876175785687223,0.0752930761383819,CM
MAP4,yellow,-0.108020538375453,0.0755186017338374,
ROS1,brown,-0.26925333361069,0.0326439741778095,
USP28,brown,-0.296798688036529,2.95988678022055e-07,CM
HDAC9,brown,0.111767854945859,0.0940140047722516,
NOP16,turquoise,-0.193013630430727,0.000285819037688747,
TNFRSF17,midnightblue,0.696651636385154,0.00457664994184078,
LMO3,pink,0.15971753104638,0.0571695022223953,
MRPS10,yellow,-0.0873548278179108,0.0324368891379224,
VPS13D,brown,-0.119450692439108,0.00128093164909411,
COL9A2,blue,0.548549314254408,2.72950870708666e-05,
TNFRSF9,blue,0.492443137596678,0.00794735715828843,
EPN3,turquoise,-0.409913028919108,0.000109481130035612,
LTBP1,brown,-0.113717526852592,0.0879736615240051,
FOXP3,blue,0.6423752637555,2.08957584301602e-05,
PPP1R3F,turquoise,-0.140670137518073,0.00259062772058392,
PTCD2,purple,-0.107596982672369,0.0128863475676527,
DKK3,yellow,0.172343609952116,0.000200934189771306,
LETMD1,grey,0.12154537168181,1.02321177156074e-05,Adipo
COL23A1,turquoise,-0.709425554382523,3.43058286686788e-11,Endocardial
HERPUD1,grey,0.0741787485380323,0.0256900321417748,
RAD51,tan,0.126557596096174,0.139035049343081,
CYBA,blue,0.112552685488674,0.136450204649065,
HEBP2,turquoise,-0.149482093939821,0.0194770431643676,Adipo
RRP12,turquoise,-0.192169284972146,0.0201620255566726,
MSMO1,grey,-0.147779112616027,0.0457139855666409,
METTL24,black,0.299989217018324,3.58375359188408e-05,
NNAT,blue,0.193274206202639,0.0656850189897371,
NRIP2,grey,0.124409216093656,0.0495924073470487,
LAMA3,pink,0.11652744341221,0.100799768319324,
AP5M1,yellow,-0.0665116537303185,0.114912302094302,CM
ANAPC4,blue,0.0578971038814646,0.0405349684008909,
KCNQ1,turquoise,-0.0569211677406749,0.168614330997948,
ENTPD2,greenyellow,-0.237404274139236,0.0231134332076061,
LY75,blue,0.350738196373222,0.000950437142651982,
PTPRN,greenyellow,-0.072305841766129,0.14323241827002,
SYNE2,brown,-0.169026602397458,0.00152847655204533,
PLEKHH1,brown,-0.209061563347499,0.00102875891794333,
CBLN4,blue,0.0811406248912575,0.136027358597391,
FAM168A,brown,-0.106454644294954,0.00211158225922639,CM
NOP58,turquoise,-0.0749727252736138,0.0283238970951697,Mesothelial
SZRD1,turquoise,-0.0818589278662657,6.32684103977306e-05,
KCNH2,turquoise,-0.159256944785478,0.00223640633326887,CM
CYFIP2,purple,-0.125429160838807,0.00353890184532757,
TAB2,brown,-0.0606655735139422,0.0824645017832672,
KMT2C,brown,-0.0763953801191699,0.179386285887655,Myeloid
MCOLN3,purple,-0.269696368684881,0.0395826631079551,CM
ITIH4,yellow,-0.402411162785133,1.45156127904472e-05,
ZFR,brown,-0.060246564034558,0.115287472035108,
NPFFR2,green,0.731753268094486,0.000825693489129338,
TRAF1,blue,0.0729616660072469,0.17424020125829,
IL17RB,grey,-0.44790948718747,2.96504459179268e-07,
TRAF3IP2,magenta,-0.0632739623473851,0.175641875929554,Mesothelial
DCBLD2,brown,-0.275067811743144,9.39792177766389e-08,
SOAT1,salmon,-0.0989846132891958,0.0368643648201512,
MSH4,grey,-0.145077144885024,0.111006537350861,
PRDM1,blue,0.353364245241585,0.00068488644591008,Lymphoid
USP13,brown,-0.0782902603035235,0.178102396876863,CM
ATP11B,brown,-0.0780071950019151,0.0571693588991705,
LAMC2,grey,-0.516933156076232,1.35506161089666e-05,
SEC61A1,blue,0.0584931346582409,0.126628251719458,Mesothelial
PARP12,blue,0.247840321658465,1.83724092182366e-07,
ALDH18A1,pink,0.10445480633113,0.00399500978910509,
TARBP1,grey,0.0684565036646715,0.120472459833427,CM
GATB,turquoise,-0.247873158878254,1.35856158680927e-06,CM
MXD1,blue,-0.0959106815210673,0.156558016945666,
SLC2A3,magenta,-0.126835241368642,0.178979807286946,
YBX3,turquoise,-0.136556390062365,0.00545634771618008,
STYK1,blue,0.351386301037741,0.0113512456051368,
WNK1,brown,-0.157484116879184,0.00371208100961123,
CCAR1,brown,-0.0650544127775094,0.0173741145878084,
PTPRU,purple,-0.305934466132807,1.09903041229943e-07,
COL11A1,green,0.102379370903042,0.11573067707274,
PRDM6,green,0.186619555521542,0.00770981123244178,Mesothelial
NCKAP1,brown,-0.0701527386509587,0.12661954230838,CM
TNK2,red,0.253761642654257,3.40852386953579e-05,CM
CDH3,green,0.511390539754863,0.0124547109034919,
GPBP1,turquoise,-0.0857319439631034,0.00100909733508296,
DGAT2,cyan,-0.288510434290243,0.0327245112286823,Adipo
ZNF112,brown,-0.0712005979362712,0.0681652624521433,
CS,yellow,-0.0747464650296627,0.100690748920031,
LTK,grey,-0.216098978707317,0.0626198345043729,
MRPS24,turquoise,-0.106903813950163,0.0815585708724998,
WAPL,brown,-0.0585470963166669,0.0956843751420982,
VMP1,magenta,-0.432707042772646,5.15159488326624e-05,Mesothelial
SEZ6,green,0.642428117869087,0.0104065278351847,
SLC6A16,red,0.129898371777316,0.0227193522097409,
BICRA,turquoise,-0.0878313402052283,0.0318842171743481,
EPN1,turquoise,-0.140667628542933,0.00796023832436601,Endocardial
ZNF275,black,0.0748957864075912,0.0766473845113457,
GPC1,turquoise,-0.246630338219649,2.47426706556089e-06,
CASP8,blue,0.16776724368684,0.0043699068661914,Lymphoid
DLX3,blue,0.174096891726208,0.101129328029238,
SPA17,red,0.208891152281122,0.00054081913175244,
CCN5,grey,-0.192551849219439,0.0414498244036196,
DMRT3,grey,0.757585589319984,0.0106246769784407,
HIPK2,brown,-0.175817639217778,0.0143419850661202,
LPAR2,blue,0.186065261514782,0.0525665492867032,
CTSA,turquoise,-0.0554539345167855,0.15065813129932,
SUGP2,yellow,0.056291302088329,0.0498949595294112,
SLC12A2,brown,0.221941191128181,3.16785507122596e-05,
EYA2,salmon,-0.147444999480689,0.118990064261763,
SNCAIP,green,0.138729942525928,0.112293984335192,
BTBD1,purple,0.104175626739687,0.0319558474329637,CM
BCAS1,greenyellow,-0.441820903689419,0.0022983896212203,
CHI3L2,salmon,-0.937471805651776,1.06600961489406e-05,
UHRF1BP1,brown,-0.162513731025405,0.00149519128922459,CM
OAT,pink,0.107581090083073,0.00309123172847103,Mesothelial
TRAM2,black,0.0780881308205801,0.120898679992717,
NTN1,yellow,-0.266617275693044,1.64606865925287e-06,
GLP2R,greenyellow,-0.310717172404542,0.00238538899690822,
DGKA,blue,0.143369976293097,0.018101548603996,
ERBB3,greenyellow,-0.414886076710357,1.91630932503577e-05,Neuron
ROPN1,turquoise,-0.443000255395474,0.0120462815132038,
KARS1,turquoise,-0.0682548831727147,0.0764249015585373,
PDIA5,blue,0.138932191908076,0.0125559134770769,SMC
PACC1,blue,0.158835751643246,0.000602811075916164,
SLK,brown,-0.0670529296408213,0.171630061694588,Mesothelial
COL17A1,green,0.514834418816471,0.0335620968918291,
PRKCQ,blue,0.608133256069855,1.26402382082735e-05,Lymphoid
FAM107B,green,0.203616109725566,0.0446761444407913,
ME1,yellow,-0.235703486874629,2.41979547194451e-07,
TBC1D1,yellow,-0.112411898336405,0.00395537398234246,
SLC9A7,brown,-0.247871788139165,0.00281531775421651,
ASPM,tan,0.368559605908551,0.00670218534050499,
CD84,blue,0.345129924512915,0.00655038127478887,Myeloid
MPPED2,pink,0.0992874487368368,0.162773014891898,
FGFR2,green,-0.58662827281081,2.23938382107578e-05,Mesothelial
ISOC1,purple,-0.323832784232416,3.35371011522565e-09,CM
EML1,brown,-0.0826104822591651,0.0410055485393673,
STAG3,black,0.164095467950311,0.0185947001721523,
MYO9A,brown,-0.101682407218411,0.0033829081717269,Mesothelial
DDX3Y,brown,0.991397028551111,7.89988916208233e-05,
IDI1,magenta,-0.161764194863517,0.00152693255709399,
SP100,blue,0.105603892246134,0.000681142539038876,
PLPP1,magenta,-0.0707239650105313,0.123261556901629,
TNFRSF1A,salmon,-0.0924286103794397,0.111769378887642,
EVI5,black,0.0663439199962569,0.150818611478771,
DNTTIP2,turquoise,-0.0543053110892409,0.0465918807319798,
METTL22,turquoise,-0.158626374030375,3.42344840887839e-05,
RRP15,purple,-0.219645690067627,1.45897304333542e-07,
ZFY,brown,0.794970023292296,0.000410860133439879,
NAV3,pink,-0.104143181028237,0.130640861843361,
PDZD4,blue,0.137474217406557,0.07125197383724,
HYAL2,magenta,-0.091040914515635,0.108764615369804,
HDAC4,brown,-0.12921754907559,0.000528152926417907,Mesothelial
TFE3,salmon,-0.107640438054696,0.0138617719718802,
ACSL4,brown,-0.0863251194477624,0.148730681386994,
INPP5A,yellow,0.141430506173028,1.05717637713558e-05,CM
GPKOW,turquoise,-0.0998022797016768,0.00560255452638697,
PRR11,tan,0.195953840282027,0.0120937594348759,
REEP1,green,0.129701692939707,0.00547486450509265,
STON1-GTF2A1L,grey,-0.207119386537801,0.0832781697173583,Adipo
SRBD1,brown,0.0519003975734321,0.169749818504963,
PSME4,yellow,-0.143787894116769,0.00450510718365405,CM
IFT80,black,0.09580641905195,0.0116228528068777,Mesothelial
SIRT2,turquoise,-0.0958850816698831,0.0325821555835289,
PYGM,turquoise,-0.464639864089072,1.48840094107242e-10,
ADGRF5,brown,-0.12005471508874,0.0202999029465631,
NUCKS1,brown,-0.0732323603118354,0.113280906128253,Endocardial
DNAJA2,yellow,-0.0909488058812817,0.00299564513409129,
ABCC9,brown,0.135849234066327,0.0213141852273339,
FUNDC1,turquoise,-0.091968138440446,0.0397106717010599,
MAOB,turquoise,0.0724876113334413,0.0751532347426174,
RORA,black,0.127548278805395,0.0441485695529443,
TGFBR3,grey,-0.234134904565895,0.000335696151398413,
ATP1B3,magenta,-0.18842771766992,0.0196595368262391,
MAPK6,brown,-0.106207424260309,0.0256485296048262,Mesothelial
UFD1,turquoise,-0.0677020929869203,0.0226182909618109,
ELP1,brown,0.0531077345192264,0.134595380079283,
NUCB2,turquoise,-0.0563827932852382,0.140112283810121,Mesothelial
PTPN3,grey,0.122066569764994,0.040962814930597,
SPTB,yellow,-0.109956994574229,0.0124251205049674,CM
DAPP1,blue,0.617766580217925,5.47601810930887e-06,
FGF10,blue,-0.182520255608256,0.10100640086809,Adipo
TMEM260,blue,0.0573069962899599,0.102281773092036,
CLTCL1,yellow,-0.227032221949658,1.48230011938061e-07,CM
FSTL3,grey,-0.324455706983746,0.000160157898778462,
JMJD6,turquoise,-0.120439177662296,0.0043918151794914,
FRMPD1,purple,-0.280891457209337,0.00534350425979097,
ASNS,turquoise,-0.0690880375964703,0.111166643492577,
AP3M2,grey,0.0619168864683424,0.156558016945666,
ST6GALNAC2,greenyellow,-0.336977155460804,2.22225359669881e-05,Neuron
PABPC1,blue,0.0791842390013973,0.104092237406198,
CAMK2A,turquoise,-0.27572680213479,1.52667494645201e-06,
CDC42,turquoise,0.0549071848203684,0.0998400239592417,
ATP2B1,black,0.238466515532414,6.56023556511344e-06,
WDR1,yellow,-0.0918903618248866,0.0270872213787212,
ARHGAP10,turquoise,-0.147720246060124,0.000374404400057392,
RPS6KA2,grey,0.140316200618116,0.00806139963301156,
VASH1,pink,0.177987781859723,0.0111960971369902,
SEL1L,brown,-0.0901220339641301,0.0385099746866046,Mesothelial
TRIP13,tan,0.335498229031831,0.00184534046621251,
TCF3,blue,0.0514493819597278,0.14201246790799,
DAZAP1,turquoise,-0.0666439148668284,0.0502001051464473,
FAM3A,turquoise,-0.0854768625225038,0.0678677035604222,
CPSF1,grey,0.11175870024325,0.051053219466426,
CDH19,pink,-0.140608579789642,0.0958024294237586,
SLC6A15,greenyellow,-0.637012579737108,0.0118703808268227,
EPN2,brown,-0.169403943443373,5.51447279454483e-07,CM
LIMS2,turquoise,-0.129768982481048,0.00797337646152168,
ASIC4,grey,-0.587428349710873,2.54109358928667e-05,
SPEG,yellow,-0.112272837945732,0.0231082486681403,
LNX1,brown,-0.149396076650505,0.0182151777033103,EC
ALDH3A2,green,0.0702052631254993,0.041022170914595,
TFRC,grey,-0.222612017205315,0.00914710075377628,Mesothelial
SREBF1,salmon,-0.29644589880834,0.000143930374144856,Adipo
MPP5,brown,-0.0596417693199643,0.165738382202631,Adipo
HSD17B10,turquoise,-0.0922683336229912,0.0670795932805684,
P4HA2,grey,-0.187455242156469,1.17671181013279e-06,
TRNT1,grey,0.0541612921782527,0.174850104626871,
STK10,blue,0.135237624715374,0.0185326275968037,
ACAP1,blue,0.139953793155528,0.062964139789224,Lymphoid
SIDT1,blue,0.209947699066499,0.00992779015558698,Lymphoid
PVR,yellow,-0.293015031422315,2.91784159025193e-08,
SCARB1,green,0.0846520328335933,0.081123410286921,Mesothelial
MCM2,purple,0.0828558463709243,0.0824411057395854,
MOV10L1,blue,0.170235715946629,0.105707791282574,
PANX2,grey,-0.208476428968842,0.0498949595294112,
CLCN4,brown,-0.105310141095769,0.0309222167676142,
GSDMB,blue,0.106959116101966,0.0693084806558933,Adipo
ADAM11,turquoise,-0.14705788390216,0.0301982258163539,CM
FERMT2,brown,-0.219161192414447,1.70014385391955e-07,Adipo
DHRS9,grey,0.481961907021826,0.000163055824442454,CM
CD5L,purple,-0.296606677111064,0.0335620968918291,
TBX21,blue,0.587925180027411,5.82510817023876e-06,
PICALM,brown,-0.0999757000266341,0.031898125356086,
CLASP1,brown,-0.102941764238344,0.021873646345697,Endocardial
PPP2R2C,grey,-0.1458469780074,0.147216141413526,
CDHR2,grey,-0.168127819971853,0.09394638904066,
ATP2A3,blue,0.106884967344921,0.135940070691528,Lymphoid
CA12,green,0.0893342984052708,0.141697035517333,Mesothelial
NTN4,brown,0.0855448123229262,0.0941664160810951,CM
